indexSequence,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5
CHR-1-Sequence-2661,14.0077821012,26.4591439689,59.1439688716,0.389105058366,0.0,15.5642023346,36.9649805447,47.4708171206,0.0,0.0,7.00389105058,34.6303501946,58.3657587549,0.0,0.0
CHR-1-Sequence-2663,11.2840466926,29.1828793774,58.3657587549,1.1673151751,0.0,10.8949416342,38.1322957198,50.9727626459,0.0,0.0,12.8404669261,35.4085603113,51.3618677043,0.389105058366,0.0
CHR-1-Sequence-2664,8.17120622568,30.3501945525,61.0894941634,0.389105058366,0.0,8.94941634241,41.2451361868,49.8054474708,0.0,0.0,12.8404669261,31.906614786,54.8638132296,0.389105058366,0.0
CHR-1-Sequence-2666,11.2840466926,30.7392996109,57.9766536965,0.0,0.0,10.1167315175,40.8560311284,49.0272373541,0.0,0.0,7.39299610895,33.8521400778,57.5875486381,1.1673151751,0.0
CHR-1-Sequence-2668,14.0077821012,33.8521400778,51.3618677043,0.778210116732,0.0,14.7859922179,36.5758754864,48.6381322957,0.0,0.0,8.17120622568,29.1828793774,62.6459143969,0.0,0.0
CHR-1-Sequence-2669,25.2918287938,34.2412451362,39.6887159533,0.778210116732,0.0,22.5680933852,39.6887159533,37.7431906615,0.0,0.0,10.8949416342,35.4085603113,52.140077821,1.55642023346,0.0
CHR-1-Sequence-2670,23.3463035019,38.1322957198,38.1322957198,0.389105058366,0.0,25.2918287938,42.0233463035,32.6848249027,0.0,0.0,11.673151751,35.4085603113,51.7509727626,0.778210116732,0.389105058366
CHR-1-Sequence-2671,13.2295719844,14.7859922179,70.0389105058,1.94552529183,0.0,14.3968871595,16.3424124514,68.8715953307,0.0,0.389105058366,11.2840466926,12.0622568093,73.5408560311,1.94552529183,1.1673151751
CHR-1-Sequence-2672,1.55642023346,21.4007782101,75.0972762646,1.94552529183,0.0,8.17120622568,31.5175097276,60.3112840467,0.0,0.0,0.778210116732,10.5058365759,87.9377431907,0.389105058366,0.389105058366
CHR-1-Sequence-2673,21.0116731518,30.7392996109,47.0817120623,1.1673151751,0.0,22.9571984436,34.6303501946,42.0233463035,0.389105058366,0.0,10.1167315175,33.0739299611,56.420233463,0.389105058366,0.0
CHR-1-Sequence-2677,2.33463035019,19.4552529183,77.4319066148,0.389105058366,0.389105058366,3.50194552529,28.0155642023,68.4824902724,0.0,0.0,0.778210116732,12.4513618677,86.3813229572,0.389105058366,0.0
CHR-1-Sequence-2678,5.44747081712,26.0700389105,68.093385214,0.389105058366,0.0,5.83657587549,31.1284046693,62.6459143969,0.389105058366,0.0,4.66926070039,27.626459144,66.5369649805,1.1673151751,0.0
CHR-1-Sequence-2679,24.9027237354,26.0700389105,48.6381322957,0.389105058366,0.0,26.4591439689,34.2412451362,39.2996108949,0.0,0.0,13.6186770428,33.4630350195,52.5291828794,0.389105058366,0.0
CHR-1-Sequence-2680,0.0,5.44747081712,93.3852140078,1.1673151751,0.0,1.55642023346,13.2295719844,85.2140077821,0.0,0.0,0.0,0.389105058366,98.4435797665,1.1673151751,0.0
CHR-1-Sequence-2683,7.78210116732,26.4591439689,64.9805447471,0.778210116732,0.0,5.44747081712,29.9610894942,64.5914396887,0.0,0.0,8.56031128405,32.6848249027,57.9766536965,0.778210116732,0.0
CHR-1-Sequence-2684,2.72373540856,19.4552529183,77.4319066148,0.389105058366,0.0,1.94552529183,23.7354085603,73.9299610895,0.389105058366,0.0,1.55642023346,16.3424124514,81.3229571984,0.778210116732,0.0
CHR-1-Sequence-2685,15.953307393,31.5175097276,51.7509727626,0.778210116732,0.0,15.953307393,39.2996108949,44.7470817121,0.0,0.0,5.83657587549,35.4085603113,58.7548638132,0.0,0.0
CHR-1-Sequence-2686,3.50194552529,24.1245136187,70.8171206226,1.55642023346,0.0,3.50194552529,29.9610894942,66.5369649805,0.0,0.0,3.50194552529,17.8988326848,77.4319066148,1.1673151751,0.0
CHR-1-Sequence-2687,0.0,7.39299610895,91.439688716,1.1673151751,0.0,0.0,15.1750972763,84.4357976654,0.389105058366,0.0,0.0,3.50194552529,95.3307392996,0.778210116732,0.389105058366
CHR-1-Sequence-2688,5.44747081712,18.2879377432,74.7081712062,1.1673151751,0.389105058366,5.83657587549,30.3501945525,63.813229572,0.0,0.0,0.0,15.5642023346,84.4357976654,0.0,0.0
CHR-1-Sequence-2689,5.44747081712,26.8482490272,66.9260700389,0.778210116732,0.0,7.78210116732,31.906614786,60.3112840467,0.0,0.0,1.55642023346,20.6225680934,77.8210116732,0.0,0.0
CHR-1-Sequence-2690,17.5097276265,33.0739299611,48.2490272374,1.1673151751,0.0,17.8988326848,35.4085603113,45.9143968872,0.778210116732,0.0,7.39299610895,33.0739299611,59.1439688716,0.389105058366,0.0
CHR-1-Sequence-2691,0.0,8.17120622568,91.439688716,0.389105058366,0.0,0.0,17.8988326848,82.1011673152,0.0,0.0,0.0,5.05836575875,94.1634241245,0.778210116732,0.0
CHR-1-Sequence-2692,1.1673151751,20.233463035,78.2101167315,0.389105058366,0.0,2.33463035019,30.3501945525,67.3151750973,0.0,0.0,1.94552529183,16.7315175097,80.5447470817,0.778210116732,0.0
CHR-1-Sequence-2694,2.33463035019,22.1789883268,74.7081712062,0.778210116732,0.0,5.05836575875,28.4046692607,66.1478599222,0.0,0.389105058366,0.0,19.0661478599,79.766536965,1.1673151751,0.0
CHR-1-Sequence-2695,12.8404669261,34.6303501946,52.5291828794,0.0,0.0,17.1206225681,41.2451361868,41.6342412451,0.0,0.0,7.00389105058,28.7937743191,63.813229572,0.389105058366,0.0
CHR-1-Sequence-2698,4.66926070039,26.8482490272,67.7042801556,0.778210116732,0.0,5.05836575875,34.6303501946,60.3112840467,0.0,0.0,2.33463035019,22.1789883268,73.5408560311,1.55642023346,0.389105058366
CHR-1-Sequence-2699,8.17120622568,30.7392996109,61.0894941634,0.0,0.0,10.5058365759,35.4085603113,54.0856031128,0.0,0.0,6.61478599222,26.0700389105,66.5369649805,0.778210116732,0.0
CHR-1-Sequence-2700,3.89105058366,22.9571984436,71.2062256809,1.94552529183,0.0,6.22568093385,33.0739299611,60.7003891051,0.0,0.0,1.1673151751,14.0077821012,84.4357976654,0.389105058366,0.0
CHR-1-Sequence-2701,2.72373540856,23.3463035019,71.5953307393,1.55642023346,0.778210116732,5.05836575875,36.186770428,58.7548638132,0.0,0.0,1.1673151751,10.8949416342,87.1595330739,0.778210116732,0.0
CHR-1-Sequence-2705,22.1789883268,34.6303501946,42.4124513619,0.778210116732,0.0,22.5680933852,40.8560311284,36.5758754864,0.0,0.0,12.0622568093,31.1284046693,56.420233463,0.389105058366,0.0
CHR-1-Sequence-2706,7.00389105058,29.9610894942,62.6459143969,0.389105058366,0.0,8.94941634241,35.4085603113,55.2529182879,0.0,0.389105058366,2.72373540856,20.6225680934,75.8754863813,0.389105058366,0.389105058366
CHR-1-Sequence-2709,13.6186770428,29.9610894942,55.2529182879,1.1673151751,0.0,11.673151751,37.7431906615,50.1945525292,0.389105058366,0.0,5.44747081712,25.2918287938,68.4824902724,0.778210116732,0.0
CHR-1-Sequence-2710,8.17120622568,27.626459144,63.4241245136,0.778210116732,0.0,8.56031128405,40.46692607,50.9727626459,0.0,0.0,1.94552529183,17.1206225681,80.1556420233,0.778210116732,0.0
CHR-1-Sequence-2711,15.1750972763,29.1828793774,55.2529182879,0.389105058366,0.0,15.953307393,38.5214007782,45.5252918288,0.0,0.0,7.00389105058,32.6848249027,59.53307393,0.778210116732,0.0
CHR-1-Sequence-2712,15.5642023346,31.906614786,51.3618677043,1.1673151751,0.0,14.0077821012,37.3540856031,48.6381322957,0.0,0.0,13.6186770428,31.5175097276,54.8638132296,0.0,0.0
CHR-1-Sequence-2713,3.11284046693,20.6225680934,76.2645914397,0.0,0.0,3.11284046693,28.4046692607,68.4824902724,0.0,0.0,1.1673151751,21.0116731518,77.0428015564,0.778210116732,0.0
CHR-1-Sequence-2714,11.2840466926,35.7976653696,52.9182879377,0.0,0.0,12.8404669261,45.1361867704,42.0233463035,0.0,0.0,7.00389105058,28.0155642023,64.5914396887,0.389105058366,0.0
CHR-1-Sequence-2715,3.89105058366,19.4552529183,75.8754863813,0.778210116732,0.0,3.89105058366,24.1245136187,71.9844357977,0.0,0.0,0.389105058366,12.4513618677,86.7704280156,0.389105058366,0.0
CHR-1-Sequence-2716,8.56031128405,27.626459144,63.0350194553,0.778210116732,0.0,8.17120622568,38.1322957198,53.6964980545,0.0,0.0,5.83657587549,34.2412451362,59.53307393,0.389105058366,0.0
CHR-1-Sequence-2718,15.953307393,30.3501945525,53.6964980545,0.0,0.0,14.3968871595,36.186770428,49.4163424125,0.0,0.0,10.5058365759,33.8521400778,55.6420233463,0.0,0.0
CHR-1-Sequence-2721,14.3968871595,36.9649805447,48.2490272374,0.389105058366,0.0,16.7315175097,43.1906614786,40.0778210117,0.0,0.0,8.17120622568,34.6303501946,56.420233463,0.778210116732,0.0
CHR-1-Sequence-2722,11.673151751,27.626459144,59.53307393,1.1673151751,0.0,11.2840466926,34.6303501946,54.0856031128,0.0,0.0,7.00389105058,23.3463035019,69.2607003891,0.389105058366,0.0
CHR-1-Sequence-2724,14.7859922179,34.2412451362,50.5836575875,0.389105058366,0.0,18.2879377432,31.906614786,49.8054474708,0.0,0.0,11.2840466926,30.7392996109,57.9766536965,0.0,0.0
CHR-1-Sequence-2725,12.8404669261,28.7937743191,57.1984435798,1.1673151751,0.0,12.8404669261,33.4630350195,53.6964980545,0.0,0.0,9.72762645914,28.0155642023,61.8677042802,0.0,0.389105058366
CHR-1-Sequence-2727,17.1206225681,34.6303501946,48.2490272374,0.0,0.0,13.2295719844,42.8015564202,43.9688715953,0.0,0.0,12.4513618677,36.9649805447,49.4163424125,0.778210116732,0.389105058366
CHR-1-Sequence-2728,21.4007782101,31.5175097276,47.0817120623,0.0,0.0,18.6770428016,37.3540856031,43.9688715953,0.0,0.0,12.0622568093,39.6887159533,48.2490272374,0.0,0.0
CHR-1-Sequence-2729,12.0622568093,31.906614786,55.2529182879,0.778210116732,0.0,10.5058365759,38.5214007782,50.9727626459,0.0,0.0,6.22568093385,32.6848249027,61.0894941634,0.0,0.0
CHR-1-Sequence-2730,10.1167315175,24.9027237354,64.5914396887,0.389105058366,0.0,12.4513618677,35.7976653696,51.7509727626,0.0,0.0,3.50194552529,30.3501945525,65.7587548638,0.389105058366,0.0
CHR-1-Sequence-2731,16.3424124514,32.6848249027,50.5836575875,0.389105058366,0.0,16.3424124514,41.6342412451,42.0233463035,0.0,0.0,12.8404669261,38.1322957198,48.6381322957,0.389105058366,0.0
CHR-1-Sequence-2732,1.55642023346,21.7898832685,75.8754863813,0.389105058366,0.389105058366,3.11284046693,28.7937743191,68.093385214,0.0,0.0,1.94552529183,20.6225680934,76.6536964981,0.778210116732,0.0
CHR-1-Sequence-2734,15.5642023346,27.626459144,56.0311284047,0.778210116732,0.0,17.1206225681,40.0778210117,42.8015564202,0.0,0.0,7.39299610895,29.1828793774,62.6459143969,0.778210116732,0.0
CHR-1-Sequence-2737,12.0622568093,34.2412451362,53.6964980545,0.0,0.0,11.2840466926,39.2996108949,49.0272373541,0.389105058366,0.0,7.39299610895,31.5175097276,60.7003891051,0.389105058366,0.0
CHR-1-Sequence-2739,7.39299610895,26.8482490272,64.5914396887,1.1673151751,0.0,8.56031128405,29.9610894942,61.4785992218,0.0,0.0,4.28015564202,24.513618677,70.4280155642,0.778210116732,0.0
CHR-1-Sequence-2740,19.8443579767,33.4630350195,46.3035019455,0.389105058366,0.0,19.0661478599,36.9649805447,43.9688715953,0.0,0.0,10.5058365759,31.5175097276,57.9766536965,0.0,0.0
CHR-1-Sequence-2741,18.2879377432,33.0739299611,48.2490272374,0.389105058366,0.0,21.0116731518,38.9105058366,40.0778210117,0.0,0.0,12.4513618677,36.5758754864,50.1945525292,0.389105058366,0.389105058366
CHR-1-Sequence-2747,20.6225680934,30.7392996109,47.859922179,0.389105058366,0.389105058366,24.513618677,29.9610894942,45.5252918288,0.0,0.0,14.3968871595,35.7976653696,49.8054474708,0.0,0.0
CHR-1-Sequence-2748,18.2879377432,30.3501945525,51.3618677043,0.0,0.0,21.4007782101,33.8521400778,44.7470817121,0.0,0.0,13.6186770428,34.6303501946,51.3618677043,0.389105058366,0.0
CHR-1-Sequence-2750,15.1750972763,32.6848249027,52.140077821,0.0,0.0,10.1167315175,41.6342412451,47.859922179,0.389105058366,0.0,8.94941634241,34.2412451362,56.420233463,0.389105058366,0.0
CHR-1-Sequence-2751,8.17120622568,31.1284046693,60.3112840467,0.389105058366,0.0,7.78210116732,34.2412451362,57.9766536965,0.0,0.0,3.11284046693,26.0700389105,70.4280155642,0.389105058366,0.0
CHR-1-Sequence-2755,6.22568093385,26.4591439689,66.9260700389,0.389105058366,0.0,4.66926070039,33.0739299611,62.2568093385,0.0,0.0,6.22568093385,24.9027237354,68.093385214,0.778210116732,0.0
CHR-1-Sequence-2756,4.28015564202,22.5680933852,70.8171206226,2.33463035019,0.0,5.83657587549,30.3501945525,63.813229572,0.0,0.0,1.55642023346,16.7315175097,81.3229571984,0.389105058366,0.0
CHR-1-Sequence-2760,19.4552529183,31.906614786,48.2490272374,0.389105058366,0.0,24.9027237354,37.7431906615,37.3540856031,0.0,0.0,13.6186770428,32.6848249027,53.3073929961,0.389105058366,0.0
CHR-1-Sequence-2761,13.6186770428,33.4630350195,52.5291828794,0.389105058366,0.0,13.2295719844,38.9105058366,47.859922179,0.0,0.0,10.5058365759,33.0739299611,56.420233463,0.0,0.0
CHR-1-Sequence-2762,14.0077821012,32.6848249027,52.5291828794,0.389105058366,0.389105058366,13.2295719844,39.6887159533,47.0817120623,0.0,0.0,9.72762645914,33.4630350195,56.8093385214,0.0,0.0
CHR-1-Sequence-2763,3.89105058366,22.5680933852,72.7626459144,0.778210116732,0.0,6.61478599222,32.6848249027,60.7003891051,0.0,0.0,1.1673151751,20.233463035,78.5992217899,0.0,0.0
CHR-1-Sequence-2765,17.5097276265,32.6848249027,48.6381322957,1.1673151751,0.0,20.6225680934,34.2412451362,45.1361867704,0.0,0.0,8.94941634241,35.7976653696,55.2529182879,0.0,0.0
CHR-1-Sequence-2766,21.4007782101,33.0739299611,45.1361867704,0.389105058366,0.0,13.6186770428,39.6887159533,46.6926070039,0.0,0.0,18.2879377432,40.46692607,40.46692607,0.389105058366,0.389105058366
CHR-1-Sequence-2767,9.72762645914,25.6809338521,63.813229572,0.778210116732,0.0,8.94941634241,32.2957198444,58.3657587549,0.389105058366,0.0,3.11284046693,25.2918287938,71.2062256809,0.389105058366,0.0
CHR-1-Sequence-2768,6.61478599222,28.4046692607,63.0350194553,1.94552529183,0.0,6.22568093385,32.2957198444,60.7003891051,0.778210116732,0.0,4.28015564202,16.3424124514,78.5992217899,0.778210116732,0.0
CHR-1-Sequence-2770,8.94941634241,29.9610894942,60.7003891051,0.389105058366,0.0,8.56031128405,33.8521400778,57.5875486381,0.0,0.0,5.05836575875,24.9027237354,69.6498054475,0.389105058366,0.0
CHR-1-Sequence-2771,15.1750972763,32.6848249027,51.7509727626,0.389105058366,0.0,15.1750972763,42.0233463035,42.8015564202,0.0,0.0,5.44747081712,32.2957198444,61.4785992218,0.778210116732,0.0
CHR-1-Sequence-2772,9.72762645914,33.0739299611,57.1984435798,0.0,0.0,16.3424124514,36.5758754864,46.6926070039,0.389105058366,0.0,10.1167315175,29.5719844358,59.53307393,0.778210116732,0.0
CHR-1-Sequence-2773,13.6186770428,32.6848249027,53.6964980545,0.0,0.0,18.2879377432,36.9649805447,44.7470817121,0.0,0.0,12.0622568093,29.9610894942,57.9766536965,0.0,0.0
CHR-1-Sequence-2775,23.7354085603,29.9610894942,45.5252918288,0.778210116732,0.0,24.1245136187,38.5214007782,37.3540856031,0.0,0.0,14.7859922179,30.7392996109,54.4747081712,0.0,0.0
CHR-1-Sequence-2776,18.6770428016,36.9649805447,43.579766537,0.778210116732,0.0,16.7315175097,44.3579766537,38.9105058366,0.0,0.0,10.1167315175,38.1322957198,51.7509727626,0.0,0.0
CHR-1-Sequence-2777,19.4552529183,40.46692607,39.6887159533,0.389105058366,0.0,22.5680933852,41.2451361868,36.186770428,0.0,0.0,12.0622568093,33.8521400778,53.3073929961,0.778210116732,0.0
CHR-1-Sequence-2780,18.6770428016,27.626459144,53.3073929961,0.389105058366,0.0,18.6770428016,37.7431906615,43.579766537,0.0,0.0,8.56031128405,29.5719844358,61.8677042802,0.0,0.0
CHR-1-Sequence-2783,2.72373540856,25.6809338521,71.2062256809,0.389105058366,0.0,4.28015564202,30.3501945525,65.3696498054,0.0,0.0,3.11284046693,24.1245136187,71.9844357977,0.778210116732,0.0
CHR-1-Sequence-2784,3.50194552529,15.5642023346,80.1556420233,0.778210116732,0.0,6.61478599222,23.3463035019,70.0389105058,0.0,0.0,0.778210116732,13.6186770428,84.8249027237,0.778210116732,0.0
CHR-1-Sequence-2789,1.1673151751,10.5058365759,87.1595330739,0.778210116732,0.389105058366,4.28015564202,20.233463035,75.486381323,0.0,0.0,0.0,4.66926070039,94.9416342412,0.389105058366,0.0
CHR-1-Sequence-2790,20.233463035,32.2957198444,47.0817120623,0.389105058366,0.0,23.3463035019,29.9610894942,46.6926070039,0.0,0.0,14.7859922179,37.7431906615,46.3035019455,1.1673151751,0.0
CHR-1-Sequence-2795,2.72373540856,25.6809338521,70.4280155642,1.1673151751,0.0,2.72373540856,20.6225680934,76.6536964981,0.0,0.0,6.61478599222,26.4591439689,66.1478599222,0.778210116732,0.0
CHR-1-Sequence-2797,14.3968871595,33.0739299611,52.140077821,0.389105058366,0.0,13.2295719844,41.6342412451,44.7470817121,0.0,0.389105058366,7.00389105058,37.7431906615,54.4747081712,0.778210116732,0.0
CHR-1-Sequence-2798,14.0077821012,31.5175097276,54.0856031128,0.389105058366,0.0,17.5097276265,38.9105058366,43.1906614786,0.389105058366,0.0,6.61478599222,30.3501945525,62.2568093385,0.778210116732,0.0
CHR-1-Sequence-2799,24.1245136187,34.2412451362,41.2451361868,0.389105058366,0.0,27.2373540856,39.6887159533,33.0739299611,0.0,0.0,13.2295719844,41.2451361868,44.7470817121,0.778210116732,0.0
CHR-1-Sequence-2800,15.953307393,37.3540856031,46.3035019455,0.389105058366,0.0,18.6770428016,38.9105058366,42.4124513619,0.0,0.0,11.673151751,33.8521400778,54.0856031128,0.389105058366,0.0
CHR-1-Sequence-2802,15.1750972763,31.906614786,52.5291828794,0.389105058366,0.0,16.3424124514,41.6342412451,42.0233463035,0.0,0.0,6.61478599222,33.4630350195,59.9221789883,0.0,0.0
CHR-1-Sequence-2803,14.0077821012,26.8482490272,59.1439688716,0.0,0.0,10.8949416342,36.5758754864,52.140077821,0.389105058366,0.0,6.22568093385,29.5719844358,63.813229572,0.0,0.389105058366
CHR-1-Sequence-2804,15.953307393,38.1322957198,45.9143968872,0.0,0.0,14.3968871595,45.9143968872,39.6887159533,0.0,0.0,9.72762645914,29.5719844358,59.9221789883,0.778210116732,0.0
CHR-1-Sequence-2805,14.0077821012,34.6303501946,51.3618677043,0.0,0.0,7.78210116732,38.9105058366,53.3073929961,0.0,0.0,15.953307393,36.9649805447,47.0817120623,0.0,0.0
CHR-1-Sequence-2809,16.7315175097,30.7392996109,52.140077821,0.0,0.389105058366,10.5058365759,34.2412451362,54.8638132296,0.389105058366,0.0,17.5097276265,33.0739299611,49.4163424125,0.0,0.0
CHR-1-Sequence-2810,12.4513618677,31.5175097276,55.2529182879,0.778210116732,0.0,12.0622568093,39.6887159533,48.2490272374,0.0,0.0,6.61478599222,31.5175097276,61.4785992218,0.0,0.389105058366
CHR-1-Sequence-2813,8.17120622568,26.8482490272,64.2023346304,0.778210116732,0.0,8.56031128405,33.4630350195,57.9766536965,0.0,0.0,4.28015564202,28.4046692607,66.5369649805,0.778210116732,0.0
CHR-1-Sequence-2816,7.78210116732,25.2918287938,66.1478599222,0.778210116732,0.0,7.78210116732,35.7976653696,56.420233463,0.0,0.0,11.2840466926,24.9027237354,63.4241245136,0.389105058366,0.0
CHR-1-Sequence-2826,5.05836575875,24.513618677,70.0389105058,0.389105058366,0.0,6.22568093385,29.5719844358,64.2023346304,0.0,0.0,3.89105058366,21.7898832685,73.5408560311,0.389105058366,0.389105058366
CHR-1-Sequence-2827,27.2373540856,30.3501945525,42.4124513619,0.0,0.0,21.0116731518,44.3579766537,34.6303501946,0.0,0.0,15.953307393,37.3540856031,46.3035019455,0.389105058366,0.0
CHR-1-Sequence-2833,7.39299610895,24.9027237354,67.3151750973,0.389105058366,0.0,7.39299610895,38.5214007782,54.0856031128,0.0,0.0,2.72373540856,24.9027237354,71.5953307393,0.778210116732,0.0
CHR-1-Sequence-2836,5.44747081712,29.9610894942,63.4241245136,0.778210116732,0.389105058366,8.56031128405,37.7431906615,53.6964980545,0.0,0.0,1.1673151751,24.1245136187,73.9299610895,0.778210116732,0.0
CHR-1-Sequence-2837,9.72762645914,28.7937743191,61.0894941634,0.389105058366,0.0,8.17120622568,36.5758754864,54.8638132296,0.389105058366,0.0,5.44747081712,28.7937743191,64.9805447471,0.778210116732,0.0
CHR-1-Sequence-2838,13.6186770428,31.1284046693,54.0856031128,1.1673151751,0.0,14.3968871595,36.5758754864,49.0272373541,0.0,0.0,8.56031128405,31.5175097276,59.53307393,0.389105058366,0.0
CHR-1-Sequence-2840,12.8404669261,35.7976653696,50.9727626459,0.389105058366,0.0,16.7315175097,39.2996108949,43.9688715953,0.0,0.0,7.78210116732,29.5719844358,62.2568093385,0.389105058366,0.0
CHR-1-Sequence-2843,25.2918287938,30.3501945525,43.1906614786,1.1673151751,0.0,25.2918287938,45.5252918288,29.1828793774,0.0,0.0,13.6186770428,40.8560311284,44.3579766537,1.1673151751,0.0
CHR-1-Sequence-2844,1.55642023346,9.33852140078,85.2140077821,3.50194552529,0.389105058366,1.55642023346,17.1206225681,80.5447470817,0.389105058366,0.389105058366,0.0,5.05836575875,94.1634241245,0.778210116732,0.0
CHR-1-Sequence-2845,4.28015564202,22.9571984436,71.9844357977,0.389105058366,0.389105058366,8.17120622568,37.7431906615,54.0856031128,0.0,0.0,2.33463035019,24.9027237354,71.9844357977,0.0,0.778210116732
CHR-1-Sequence-2848,6.22568093385,28.4046692607,64.5914396887,0.778210116732,0.0,5.05836575875,34.6303501946,59.9221789883,0.389105058366,0.0,3.50194552529,17.5097276265,78.5992217899,0.389105058366,0.0
CHR-1-Sequence-2852,10.5058365759,30.3501945525,57.9766536965,0.778210116732,0.389105058366,9.33852140078,38.5214007782,52.140077821,0.0,0.0,5.83657587549,26.8482490272,66.9260700389,0.389105058366,0.0
CHR-1-Sequence-2853,12.4513618677,32.2957198444,54.8638132296,0.389105058366,0.0,15.1750972763,40.8560311284,43.9688715953,0.0,0.0,6.22568093385,30.7392996109,62.6459143969,0.389105058366,0.0
CHR-1-Sequence-2854,23.7354085603,31.5175097276,43.9688715953,0.778210116732,0.0,33.0739299611,34.6303501946,32.2957198444,0.0,0.0,13.2295719844,39.2996108949,46.3035019455,0.778210116732,0.389105058366
CHR-1-Sequence-2855,5.83657587549,28.4046692607,65.3696498054,0.389105058366,0.0,8.94941634241,31.906614786,59.1439688716,0.0,0.0,2.33463035019,19.8443579767,77.4319066148,0.389105058366,0.0
CHR-1-Sequence-2856,13.6186770428,32.6848249027,53.3073929961,0.0,0.389105058366,14.7859922179,37.3540856031,47.4708171206,0.389105058366,0.0,6.61478599222,29.9610894942,63.0350194553,0.389105058366,0.0
CHR-1-Sequence-2857,15.5642023346,29.9610894942,54.4747081712,0.0,0.0,19.0661478599,35.7976653696,45.1361867704,0.0,0.0,6.61478599222,30.7392996109,62.2568093385,0.389105058366,0.0
CHR-1-Sequence-2858,0.0,3.11284046693,94.9416342412,1.94552529183,0.0,0.0,8.17120622568,91.439688716,0.389105058366,0.0,0.0,0.389105058366,99.2217898833,0.389105058366,0.0
CHR-1-Sequence-2859,18.2879377432,34.6303501946,46.3035019455,0.389105058366,0.389105058366,19.4552529183,41.6342412451,38.9105058366,0.0,0.0,10.1167315175,35.7976653696,54.0856031128,0.0,0.0
CHR-1-Sequence-2861,12.8404669261,28.0155642023,58.3657587549,0.778210116732,0.0,13.2295719844,34.6303501946,52.140077821,0.0,0.0,6.22568093385,28.7937743191,64.2023346304,0.389105058366,0.389105058366
CHR-1-Sequence-2865,24.1245136187,33.0739299611,42.4124513619,0.389105058366,0.0,24.513618677,42.4124513619,33.0739299611,0.0,0.0,13.6186770428,33.4630350195,52.140077821,0.778210116732,0.0
CHR-1-Sequence-2866,20.233463035,33.4630350195,44.7470817121,1.55642023346,0.0,20.233463035,37.7431906615,41.2451361868,0.778210116732,0.0,14.0077821012,37.3540856031,47.859922179,0.389105058366,0.389105058366
CHR-1-Sequence-2868,19.4552529183,34.6303501946,44.3579766537,1.1673151751,0.389105058366,20.6225680934,36.9649805447,42.4124513619,0.0,0.0,13.6186770428,39.6887159533,45.9143968872,0.389105058366,0.389105058366
CHR-1-Sequence-2869,4.28015564202,26.4591439689,68.4824902724,0.778210116732,0.0,7.00389105058,32.2957198444,60.3112840467,0.389105058366,0.0,3.89105058366,22.5680933852,72.7626459144,0.778210116732,0.0
CHR-1-Sequence-2870,15.1750972763,28.0155642023,55.6420233463,1.1673151751,0.0,17.8988326848,37.3540856031,44.7470817121,0.0,0.0,8.17120622568,32.6848249027,58.3657587549,0.778210116732,0.0
CHR-1-Sequence-2871,14.7859922179,30.7392996109,53.6964980545,0.778210116732,0.0,17.8988326848,36.9649805447,45.1361867704,0.0,0.0,8.17120622568,28.4046692607,62.6459143969,0.778210116732,0.0
CHR-1-Sequence-2873,1.55642023346,13.6186770428,84.4357976654,0.389105058366,0.0,1.1673151751,21.4007782101,77.4319066148,0.0,0.0,0.0,12.4513618677,87.1595330739,0.389105058366,0.0
CHR-1-Sequence-2875,12.0622568093,31.5175097276,56.0311284047,0.389105058366,0.0,12.0622568093,42.0233463035,45.9143968872,0.0,0.0,2.33463035019,28.0155642023,69.2607003891,0.389105058366,0.0
CHR-1-Sequence-2876,7.39299610895,24.513618677,67.3151750973,0.778210116732,0.0,10.8949416342,37.7431906615,51.3618677043,0.0,0.0,0.389105058366,19.0661478599,80.1556420233,0.389105058366,0.0
CHR-1-Sequence-2877,17.1206225681,36.9649805447,45.5252918288,0.389105058366,0.0,24.513618677,38.1322957198,37.3540856031,0.0,0.0,8.56031128405,28.0155642023,63.4241245136,0.0,0.0
CHR-1-Sequence-2878,12.0622568093,38.9105058366,48.6381322957,0.389105058366,0.0,21.7898832685,37.3540856031,40.8560311284,0.0,0.0,7.78210116732,26.4591439689,65.3696498054,0.389105058366,0.0
CHR-1-Sequence-2879,26.0700389105,34.6303501946,38.9105058366,0.389105058366,0.0,26.8482490272,39.2996108949,33.8521400778,0.0,0.0,13.6186770428,35.4085603113,49.4163424125,1.55642023346,0.0
CHR-1-Sequence-2880,20.233463035,29.9610894942,49.0272373541,0.389105058366,0.389105058366,25.6809338521,37.3540856031,36.9649805447,0.0,0.0,10.5058365759,32.2957198444,56.8093385214,0.389105058366,0.0
CHR-1-Sequence-2881,15.953307393,36.186770428,47.4708171206,0.389105058366,0.0,18.2879377432,40.0778210117,41.6342412451,0.0,0.0,9.33852140078,32.2957198444,57.9766536965,0.389105058366,0.0
CHR-1-Sequence-2882,15.953307393,29.5719844358,54.4747081712,0.0,0.0,13.6186770428,35.0194552529,51.3618677043,0.0,0.0,12.0622568093,23.7354085603,63.4241245136,0.389105058366,0.389105058366
