Unnamed: 0,ID,conf90,conf95,conf99,numberCys,numberCysCys,pattern
2619,g2620.t1,0,0,0,1,1,1
2620,g2621.t1,1,1,1,1,1,1
2621,g2622.t1,1,1,1,1,1,1
2622,g2623.t1,1,1,1,0,1,1
2623,g2624.t1,1,1,1,1,1,1
2624,g2625.t1,1,1,1,1,1,1
2625,g2626.t1,1,1,1,1,1,1
2626,g2627.t1,1,1,1,0,1,1
2627,g2628.t1,1,1,1,1,1,1
2628,g2629.t1,1,1,1,0,1,1
2629,g2630.t1,1,1,1,1,1,1
2630,g2631.t1,1,1,1,0,1,1
2631,g2632.t1,1,1,1,1,1,1
2632,g2633.t1,1,1,1,1,1,1
2633,g2634.t1,1,1,0,1,1,1
2634,g2635.t1,1,1,1,1,1,1
2635,g2636.t1,1,1,1,1,1,1
2636,g2637.t1,1,1,1,0,1,1
2637,g2638.t1,1,1,1,1,1,1
2638,g2639.t1,1,1,1,1,1,1
2639,g2640.t1,1,1,1,1,1,1
2640,g2641.t1,1,1,1,1,1,1
2641,g2642.t1,1,1,1,0,1,1
2642,g2643.t1,1,1,1,0,1,1
2643,g2644.t1,0,0,0,1,1,1
2644,g2645.t1,1,1,1,0,1,1
2645,g2646.t1,1,1,0,1,1,1
2646,g2647.t1,1,1,1,1,1,1
2647,g2648.t1,1,1,1,1,1,1
2648,g2649.t1,1,1,1,1,1,1
2649,g2650.t1,1,1,1,1,1,1
2650,g2651.t1,1,1,1,1,1,1
2651,g2652.t1,1,1,1,1,1,1
2652,g2653.t1,1,1,1,0,1,1
2653,g2654.t1,1,1,1,1,1,1
2654,g2655.t1,1,1,1,1,1,1
2655,g2656.t1,1,1,1,1,1,1
2656,g2657.t1,0,0,0,1,1,1
2657,g2658.t1,1,1,1,1,1,1
2658,g2659.t1,1,1,1,0,1,1
2659,g2660.t1,1,1,1,0,1,1
2660,g2661.t1,1,1,1,1,1,1
2661,g2662.t1,1,1,1,1,1,1
2662,g2663.t1,1,1,1,1,1,1
2663,g2664.t1,1,1,1,1,1,1
2664,g2665.t1,1,1,1,0,1,1
2665,g2666.t1,1,1,1,1,1,1
2666,g2667.t1,1,1,1,0,1,1
2667,g2668.t1,0,0,0,1,1,1
2668,g2669.t1,1,1,1,1,1,1
2669,g2670.t1,1,1,0,0,1,1
2670,g2671.t1,1,1,1,1,1,1
2671,g2672.t1,1,1,1,0,1,1
2672,g2673.t1,1,1,1,1,1,1
2673,g2674.t1,1,1,1,1,1,1
2674,g2675.t1,1,1,1,0,1,1
2675,g2676.t1,1,1,1,0,1,1
2676,g2677.t1,1,1,1,0,1,1
2677,g2678.t1,1,1,1,1,1,1
2678,g2679.t1,1,1,1,1,1,1
2679,g2680.t1,1,1,1,1,1,1
2680,g2681.t1,1,1,1,1,1,1
2681,g2682.t1,1,1,1,1,1,1
2682,g2683.t1,1,1,1,1,1,1
2683,g2684.t1,1,1,1,1,1,1
2684,g2685.t1,1,1,1,1,1,1
2685,g2686.t1,1,1,0,1,1,1
2686,g2687.t1,1,1,1,1,1,1
2687,g2688.t1,1,1,1,0,1,1
2688,g2689.t1,1,1,1,1,1,1
2689,g2690.t1,1,1,1,1,1,1
2690,g2691.t1,1,1,1,1,1,1
2691,g2692.t1,1,1,1,0,1,1
2692,g2693.t1,1,1,1,1,1,1
2693,g2694.t1,1,1,1,1,1,1
2694,g2695.t1,1,1,1,1,1,1
2695,g2696.t1,1,1,1,1,1,1
2696,g2697.t1,1,1,1,1,1,1
2697,g2698.t1,1,1,1,1,1,1
2698,g2699.t1,0,0,0,1,1,1
2699,g2700.t1,1,1,1,0,1,1
2700,g2701.t1,1,1,1,1,1,1
2701,g2702.t1,1,1,1,0,1,1
2702,g2703.t1,1,1,1,1,1,1
2703,g2704.t1,1,1,1,0,1,1
2704,g2705.t1,1,1,1,1,1,1
2705,g2706.t1,1,1,1,0,1,1
2706,g2707.t1,1,1,1,0,1,1
2707,g2708.t1,1,1,1,0,1,1
2708,g2709.t1,1,1,1,1,1,1
2709,g2710.t1,1,1,1,1,1,1
2710,g2711.t1,1,1,1,0,1,1
2711,g2712.t1,0,0,0,1,1,1
2712,g2713.t1,1,1,1,1,1,1
2713,g2714.t1,0,0,0,1,1,1
2714,g2715.t1,1,1,1,1,1,1
2715,g2716.t1,1,1,1,0,1,1
2716,g2717.t1,1,1,1,0,1,1
2717,g2718.t1,0,0,0,1,1,1
2718,g2719.t1,1,1,1,0,1,1
2719,g2720.t1,1,1,1,1,1,1
2720,g2721.t1,1,1,1,0,1,1
2721,g2722.t1,1,0,0,1,1,1
2722,g2723.t1,1,1,1,1,1,1
2723,g2724.t1,1,1,1,1,1,1
2724,g2725.t1,1,1,1,1,1,1
2725,g2726.t1,1,1,1,1,1,1
2726,g2727.t1,1,1,1,1,1,1
2727,g2728.t1,1,1,1,1,1,1
2728,g2729.t1,1,1,1,0,1,1
2729,g2730.t1,1,1,1,1,1,1
2730,g2731.t1,1,1,1,1,1,1
2731,g2732.t1,1,1,1,1,1,1
2732,g2733.t1,1,1,1,1,1,1
2733,g2734.t1,1,1,1,0,1,1
2734,g2735.t1,1,1,1,1,1,1
2735,g2736.t1,1,1,1,1,1,1
2736,g2737.t1,1,1,1,1,1,1
2737,g2738.t1,1,1,1,1,1,1
2738,g2739.t1,1,1,1,1,1,1
2739,g2740.t1,1,1,1,1,1,1
2740,g2741.t1,1,1,1,0,1,1
2741,g2742.t1,1,1,1,1,1,1
2742,g2743.t1,1,1,1,1,1,1
2743,g2744.t1,1,1,1,0,1,1
2744,g2745.t1,1,1,1,1,1,1
2745,g2746.t1,1,1,1,1,1,1
2746,g2747.t1,0,0,0,1,1,1
2747,g2748.t1,1,1,1,0,0,1
2748,g2749.t1,1,1,1,1,1,1
2749,g2750.t1,1,1,1,1,1,1
2750,g2751.t1,1,1,1,1,1,1
2751,g2752.t1,1,1,1,1,1,1
2752,g2753.t1,1,1,1,1,1,1
2753,g2754.t1,1,1,1,1,1,1
2754,g2755.t1,0,0,0,1,1,1
2755,g2756.t1,1,1,1,0,1,1
2756,g2757.t1,1,1,1,1,1,1
2757,g2758.t1,1,1,1,1,1,1
2758,g2759.t1,1,1,1,0,1,1
2759,g2760.t1,1,1,1,1,1,1
2760,g2761.t1,1,1,1,1,1,1
2761,g2762.t1,1,1,1,1,1,1
2762,g2763.t1,1,1,1,1,1,1
2763,g2764.t1,0,0,0,1,1,1
2764,g2765.t1,0,0,0,1,1,1
2765,g2766.t1,1,1,1,1,1,1
2766,g2767.t1,0,0,0,1,1,1
2767,g2768.t1,1,1,1,1,1,1
2768,g2769.t1,0,0,0,1,1,1
2769,g2770.t1,1,1,1,0,1,1
2770,g2771.t1,1,1,1,1,1,1
2771,g2772.t1,1,1,1,0,1,1
2772,g2773.t1,1,1,1,1,1,1
2773,g2774.t1,1,1,1,0,1,1
2774,g2775.t1,1,1,1,0,1,1
2775,g2776.t1,1,1,0,1,1,1
2776,g2777.t1,1,1,1,1,1,1
2777,g2778.t1,1,1,1,0,1,1
2778,g2779.t1,1,1,1,0,0,1
2779,g2780.t1,1,1,1,1,1,1
2780,g2781.t1,1,1,1,0,1,1
2781,g2782.t1,1,1,1,1,1,1
2782,g2783.t1,1,1,1,0,1,1
2783,g2784.t1,1,1,1,1,1,1
2784,g2785.t1,1,1,0,1,1,1
2785,g2786.t1,1,1,1,1,1,1
2786,g2787.t1,1,1,1,1,1,1
2787,g2788.t1,1,1,1,0,1,1
2788,g2789.t1,1,1,1,0,1,1
2789,g2790.t1,1,1,1,1,1,1
2790,g2791.t1,0,0,0,1,1,1
2791,g2792.t1,0,0,0,0,0,1
2792,g2793.t1,1,1,1,0,1,1
2793,g2794.t1,1,1,1,1,1,1
2794,g2795.t1,1,1,1,1,1,1
2795,g2796.t1,1,1,1,0,1,1
2796,g2797.t1,1,1,1,1,1,1
2797,g2798.t1,1,1,1,0,1,1
2798,g2799.t1,1,1,1,1,1,1
2799,g2800.t1,1,1,1,1,1,1
2800,g2801.t1,1,1,1,1,1,1
2801,g2802.t1,1,1,1,1,1,1
2802,g2803.t1,1,1,1,0,1,1
2803,g2804.t1,1,1,1,0,1,1
2804,g2805.t1,1,1,1,1,1,1
2805,g2806.t1,1,1,1,0,1,1
2806,g2807.t1,1,1,1,0,1,1
2807,g2808.t1,1,1,1,1,1,1
2808,g2809.t1,1,1,1,1,1,1
2809,g2810.t1,1,1,1,1,1,1
2810,g2811.t1,1,1,1,0,1,1
2811,g2812.t1,1,1,1,0,1,1
2812,g2813.t1,1,1,1,1,1,1
2813,g2814.t1,1,1,1,0,1,1
2814,g2815.t1,1,1,1,1,1,1
2815,g2816.t1,1,1,1,1,1,1
2816,g2817.t1,1,1,1,1,1,1
2817,g2818.t1,1,1,1,0,1,1
2818,g2819.t1,1,1,1,1,1,1
2819,g2820.t1,1,1,1,1,1,1
2820,g2821.t1,1,1,1,1,1,1
2821,g2822.t1,1,1,1,1,1,1
2822,g2823.t1,1,1,1,0,1,1
2823,g2824.t1,1,1,1,0,1,1
2824,g2825.t1,1,1,1,1,1,1
2825,g2826.t1,1,1,1,0,1,1
2826,g2827.t1,1,1,1,0,1,1
2827,g2828.t1,1,1,1,0,1,1
2828,g2829.t1,1,1,1,1,1,1
2829,g2830.t1,0,0,0,0,1,1
2830,g2831.t1,1,1,1,1,1,1
2831,g2832.t1,1,1,1,1,1,1
2832,g2833.t1,1,1,1,1,1,1
2833,g2834.t1,1,1,1,0,0,1
2834,g2835.t1,1,1,1,0,1,1
2835,g2836.t1,1,1,1,1,1,1
2836,g2837.t1,0,0,0,1,1,1
2837,g2838.t1,1,1,0,1,1,1
2838,g2839.t1,1,1,1,1,1,1
2839,g2840.t1,1,1,1,1,1,1
2840,g2841.t1,1,1,1,0,1,1
2841,g2842.t1,1,1,1,1,1,1
2842,g2843.t1,1,1,1,1,1,1
2843,g2844.t1,1,1,1,0,1,1
2844,g2845.t1,1,1,1,1,1,1
2845,g2846.t1,1,1,1,0,1,1
2846,g2847.t1,0,0,0,1,1,1
2847,g2848.t1,1,1,1,0,1,1
2848,g2849.t1,1,1,1,1,1,1
2849,g2850.t1,1,1,1,0,1,1
2850,g2851.t1,1,1,1,0,1,1
2851,g2852.t1,1,1,1,1,1,1
2852,g2853.t1,1,1,1,1,1,1
2853,g2854.t1,1,1,1,0,1,1
2854,g2855.t1,1,1,1,1,1,1
2855,g2856.t1,0,0,0,1,1,1
2856,g2857.t1,1,0,0,1,1,1
2857,g2858.t1,1,1,1,1,1,1
2858,g2859.t1,1,1,1,1,1,1
2859,g2860.t1,1,1,1,0,1,1
2860,g2861.t1,1,1,1,0,1,1
2861,g2862.t1,1,1,1,1,1,1
2862,g2863.t1,0,0,0,1,1,1
2863,g2864.t1,1,1,1,0,1,1
2864,g2865.t1,1,1,1,1,1,1
2865,g2866.t1,1,1,1,0,1,1
2866,g2867.t1,1,1,1,1,1,1
2867,g2868.t1,1,1,1,1,1,1
2868,g2869.t1,1,1,1,0,1,1
2869,g2870.t1,1,1,1,0,1,1
2870,g2871.t1,1,1,1,0,1,1
2871,g2872.t1,1,1,1,1,1,1
2872,g2873.t1,1,1,1,1,1,1
2873,g2874.t1,0,0,0,1,1,1
2874,g2875.t1,1,1,1,0,1,1
2875,g2876.t1,1,1,1,0,0,1
2876,g2877.t1,1,1,1,0,1,1
2877,g2878.t1,1,1,1,1,1,1
2878,g2879.t1,1,1,1,1,1,1
2879,g2880.t1,0,0,0,1,1,1
2880,g2881.t1,1,1,1,1,1,1
2881,g2882.t1,1,1,1,1,1,1
2882,g2883.t1,1,1,1,1,1,1
2883,g2884.t1,1,1,1,1,1,1
2884,g2885.t1,1,1,1,0,1,1
2885,g2886.t1,1,1,1,1,1,1
2886,g2887.t1,1,1,1,1,1,1
2887,g2888.t1,1,1,1,0,1,1
2888,g2889.t1,1,1,1,1,1,1
2889,g2890.t1,1,1,1,1,1,1
2890,g2891.t1,0,0,0,1,1,1
2891,g2892.t1,1,1,1,0,1,1
2892,g2893.t1,1,1,1,1,1,1
2893,g2894.t1,1,1,1,0,1,1
2894,g2895.t1,1,1,1,1,1,1
2895,g2896.t1,1,1,1,1,1,1
2896,g2897.t1,1,1,0,1,1,1
2897,g2898.t1,1,1,1,1,1,1
2898,g2899.t1,1,1,1,1,1,1
2899,g2900.t1,1,1,1,0,1,1
2900,g2901.t1,1,1,0,1,1,1
2901,g2902.t1,1,1,1,0,1,1
2902,g2903.t1,1,1,1,1,1,1
2903,g2904.t1,1,1,1,1,1,1
2904,g2905.t1,1,1,1,1,1,1
2905,g2906.t1,1,0,0,0,1,1
2906,g2907.t1,1,1,1,0,1,1
2907,g2908.t1,1,1,1,0,1,1
2908,g2909.t1,1,1,1,1,1,1
2909,g2910.t1,1,1,1,0,1,1
2910,g2911.t1,1,1,1,1,1,1
2911,g2912.t1,1,1,1,0,1,1
2912,g2913.t1,1,1,1,0,1,1
2913,g2914.t1,0,0,0,1,1,1
2914,g2915.t1,1,1,1,1,1,1
2915,g2916.t1,1,1,1,1,1,1
2916,g2917.t1,1,1,1,1,1,1
2917,g2918.t1,1,1,1,1,1,1
2918,g2919.t1,1,1,1,0,1,1
2919,g2920.t1,1,1,1,1,1,1
2920,g2921.t1,1,1,1,1,1,1
2921,g2922.t1,1,1,1,1,1,1
2922,g2923.t1,1,1,1,0,1,1
2923,g2924.t1,1,1,1,0,1,1
2924,g2925.t1,1,1,1,1,1,1
2925,g2926.t1,1,1,1,1,1,1
2926,g2927.t1,1,1,1,0,1,1
2927,g2928.t1,1,1,1,0,1,1
2928,g2929.t1,0,0,0,1,1,1
2929,g2930.t1,1,1,1,0,1,1
2930,g2931.t1,1,1,1,1,1,1
2931,g2932.t1,1,1,1,1,1,1
2932,g2933.t1,1,1,1,1,1,1
2933,g2934.t1,1,1,1,1,1,1
2934,g2935.t1,1,1,1,1,1,1
2935,g2936.t1,1,1,1,1,1,1
2936,g2937.t1,1,1,1,0,1,1
2937,g2938.t1,1,1,1,1,1,1
2938,g2939.t1,1,1,1,1,1,1
2939,g2940.t1,1,0,0,1,1,1
2940,g2941.t1,1,1,1,1,1,1
2941,g2942.t1,1,1,1,1,1,1
2942,g2943.t1,1,1,1,0,1,1
2943,g2944.t1,1,1,1,1,1,1
2944,g2945.t1,1,1,1,1,1,1
2945,g2946.t1,1,1,1,1,1,1
2946,g2947.t1,1,1,1,1,1,1
2947,g2948.t1,1,1,0,1,1,1
2948,g2949.t1,1,1,1,1,1,1
2949,g2950.t1,0,0,0,1,1,1
2950,g2951.t1,1,1,1,0,1,1
2951,g2952.t1,0,0,0,1,1,1
2952,g2953.t1,1,1,1,0,1,1
2953,g2954.t1,1,1,1,1,1,1
2954,g2955.t1,0,0,0,1,1,1
2955,g2956.t1,1,1,1,1,1,1
2956,g2957.t1,1,1,1,0,1,1
2957,g2958.t1,1,1,1,0,1,1
2958,g2959.t1,1,1,1,0,1,1
2959,g2960.t1,1,1,1,1,1,1
2960,g2961.t1,1,0,0,1,1,1
2961,g2962.t1,1,1,1,1,1,1
2962,g2963.t1,1,1,1,1,1,1
2963,g2964.t1,1,1,1,0,1,1
2964,g2965.t1,1,1,1,0,1,1
2965,g2966.t1,1,1,1,0,1,1
2966,g2967.t1,1,1,1,0,1,1
2967,g2968.t1,1,1,1,0,1,1
2968,g2969.t1,1,1,1,1,1,1
2969,g2970.t1,1,1,1,1,1,1
2970,g2971.t1,1,1,1,1,1,1
2971,g2972.t1,1,1,1,1,1,1
2972,g2973.t1,1,1,1,0,1,1
2973,g2974.t1,1,1,1,0,1,1
2974,g2975.t1,1,1,1,1,1,1
2975,g2976.t1,1,1,1,1,1,1
2976,g2977.t1,1,1,1,1,1,1
2977,g2978.t1,1,1,1,1,1,1
2978,g2979.t1,1,1,1,1,1,1
2979,g2980.t1,1,1,1,1,1,1
2980,g2981.t1,1,1,1,0,1,1
2981,g2982.t1,1,1,0,1,1,1
2982,g2983.t1,1,1,1,0,1,1
2983,g2984.t1,1,1,1,1,1,1
2984,g2985.t1,1,1,1,0,1,1
2985,g2986.t1,1,1,1,1,1,1
2986,g2987.t1,1,1,1,1,1,1
2987,g2988.t1,0,0,0,1,1,1
2988,g2989.t1,1,1,1,1,1,1
2989,g2990.t1,0,0,0,1,1,1
2990,g2991.t1,1,1,1,1,1,1
2991,g2992.t1,0,0,0,1,1,1
2992,g2993.t1,1,1,1,1,1,1
2993,g2994.t1,0,0,0,1,1,1
2994,g2995.t1,1,1,1,1,1,1
2995,g2996.t1,1,1,1,0,1,1
2996,g2997.t1,0,0,0,1,1,1
2997,g2998.t1,1,1,1,0,1,1
2998,g2999.t1,1,1,1,0,1,1
2999,g3000.t1,1,1,1,1,1,1
3000,g3001.t1,1,1,1,1,1,1
3001,g3002.t1,1,1,1,1,1,1
3002,g3003.t1,1,1,1,0,1,1
3003,g3004.t1,1,1,0,1,1,1
3004,g3005.t1,1,1,1,0,1,1
3005,g3006.t1,1,1,1,1,1,1
3006,g3007.t1,1,1,1,1,1,1
3007,g3008.t1,1,1,1,1,1,1
3008,g3009.t1,1,1,1,1,1,1
3009,g3010.t1,1,1,1,1,1,1
3010,g3011.t1,1,1,1,1,1,1
3011,g3012.t1,1,1,1,1,1,1
3012,g3013.t1,1,1,1,1,1,1
3013,g3014.t1,1,1,1,1,1,1
3014,g3015.t1,1,1,1,1,1,1
3015,g3016.t1,1,1,1,1,1,1
3016,g3017.t1,1,1,1,0,0,1
3017,g3018.t1,1,1,1,1,1,1
3018,g3019.t1,1,1,1,1,1,1
3019,g3020.t1,1,1,1,0,1,1
3020,g3021.t1,1,1,1,0,1,1
3021,g3022.t1,1,1,1,0,0,1
3022,g3023.t1,1,1,1,1,1,1
3023,g3024.t1,1,1,1,1,1,1
3024,g3025.t1,1,1,1,0,1,1
3025,g3026.t1,1,1,1,0,1,1
3026,g3027.t1,1,1,1,0,1,1
3027,g3028.t1,1,1,1,1,1,1
3028,g3029.t1,1,1,1,1,1,1
3029,g3030.t1,1,1,1,0,1,1
3030,g3031.t1,1,1,1,1,1,1
3031,g3032.t1,1,1,1,0,1,1
3032,g3033.t1,1,1,1,1,1,1
3033,g3034.t1,1,1,1,1,1,1
3034,g3035.t1,1,0,0,1,1,1
3035,g3036.t1,1,1,1,0,1,1
3036,g3037.t1,1,1,1,0,1,1
3037,g3038.t1,1,1,1,0,1,1
3038,g3039.t1,1,1,1,1,1,1
3039,g3040.t1,1,1,1,1,1,1
3040,g3041.t1,1,1,1,1,1,1
3041,g3042.t1,1,1,1,1,1,1
3042,g3043.t1,1,1,1,1,1,1
3043,g3044.t1,1,1,1,0,1,1
3044,g3045.t1,1,1,1,0,1,1
3045,g3046.t1,1,1,1,1,1,1
3046,g3047.t1,1,1,1,1,1,1
3047,g3048.t1,1,1,0,1,1,1
3048,g3049.t1,1,1,1,1,1,1
3049,g3050.t1,1,1,0,0,1,1
3050,g3051.t1,1,1,1,0,1,1
3051,g3052.t1,1,1,1,1,1,1
3052,g3053.t1,1,1,1,1,1,1
3053,g3054.t1,1,1,1,0,1,1
3054,g3055.t1,1,1,1,0,1,1
3055,g3056.t1,1,1,1,1,1,1
3056,g3057.t1,0,0,0,1,1,1
3057,g3058.t1,1,1,1,1,1,1
3058,g3059.t1,1,1,0,1,1,1
3059,g3060.t1,1,1,1,0,1,1
3060,g3061.t1,1,1,1,1,1,1
3061,g3062.t1,1,1,1,1,1,1
3062,g3063.t1,1,1,1,1,1,1
3063,g3064.t1,1,1,1,1,1,1
3064,g3065.t1,1,1,1,1,1,1
3065,g3066.t1,1,1,1,1,1,1
3066,g3067.t1,0,0,0,1,1,1
3067,g3068.t1,1,1,0,1,1,1
3068,g3069.t1,1,1,1,1,1,1
3069,g3070.t1,1,1,1,1,1,1
3070,g3071.t1,1,1,1,1,1,1
3071,g3072.t1,1,1,1,1,1,1
3072,g3073.t1,0,0,0,1,1,1
3073,g3074.t1,1,1,1,1,1,1
3074,g3075.t1,1,1,1,1,1,1
3075,g3076.t1,1,1,1,1,1,1
3076,g3077.t1,1,1,1,1,1,1
3077,g3078.t1,1,1,1,1,1,1
3078,g3079.t1,1,1,1,1,1,1
3079,g3080.t1,1,1,1,1,1,1
3080,g3081.t1,1,1,1,0,1,1
3081,g3082.t1,1,1,1,1,1,1
3082,g3083.t1,1,1,1,1,1,1
3083,g3084.t1,1,1,1,0,1,1
3084,g3085.t1,1,1,1,1,1,1
3085,g3086.t1,1,1,1,1,1,1
3086,g3087.t1,1,1,1,0,1,1
3087,g3088.t1,1,1,1,0,1,1
3088,g3089.t1,1,1,1,1,1,1
3089,g3090.t1,1,1,1,1,1,1
3090,g3091.t1,0,0,0,0,1,1
3091,g3092.t1,0,0,0,1,1,1
3092,g3093.t1,1,1,1,0,1,1
3093,g3094.t1,1,1,1,1,1,1
3094,g3095.t1,1,1,1,1,1,1
3095,g3096.t1,1,1,1,1,1,1
3096,g3097.t1,1,1,1,1,1,1
3097,g3098.t1,1,1,1,0,1,1
3098,g3099.t1,1,1,1,1,1,1
3099,g3100.t1,1,1,1,0,1,1
3100,g3101.t1,1,1,1,1,1,1
3101,g3102.t1,1,1,1,1,1,1
3102,g3103.t1,1,1,1,0,1,1
3103,g3104.t1,1,1,1,1,1,1
3104,g3105.t1,1,1,1,1,1,1
3105,g3106.t1,1,1,1,1,1,1
3106,g3107.t1,1,0,0,1,1,1
3107,g3108.t1,1,1,1,1,1,1
3108,g3109.t1,1,1,1,1,1,1
3109,g3110.t1,0,0,0,1,1,1
3110,g3111.t1,1,1,1,1,1,1
3111,g3112.t1,1,1,1,1,1,1
3112,g3113.t1,1,1,1,1,1,1
3113,g3114.t1,1,1,1,1,1,1
3114,g3115.t1,1,1,1,0,0,1
3115,g3116.t1,0,0,0,1,1,1
3116,g3117.t1,0,0,0,1,1,1
3117,g3118.t1,1,1,1,1,1,1
3118,g3119.t1,1,1,1,1,1,1
3119,g3120.t1,1,1,1,1,1,1
3120,g3121.t1,1,1,1,1,1,1
3121,g3122.t1,1,1,1,1,1,1
3122,g3123.t1,1,1,1,1,1,1
3123,g3124.t1,1,1,1,1,1,1
3124,g3125.t1,1,1,1,1,1,1
3125,g3126.t1,1,1,1,1,1,1
3126,g3127.t1,1,1,1,0,0,1
3127,g3128.t1,1,1,1,1,1,1
3128,g3129.t1,1,1,1,1,1,1
3129,g3130.t1,1,1,1,0,1,1
3130,g3131.t1,1,1,1,0,1,1
3131,g3132.t1,1,1,1,0,1,1
3132,g3133.t1,1,1,1,1,1,1
3133,g3134.t1,1,1,1,1,1,1
3134,g3135.t1,1,1,1,1,1,1
3135,g3136.t1,1,1,1,1,1,1
3136,g3137.t1,1,1,1,1,1,1
3137,g3138.t1,1,1,1,0,1,1
3138,g3139.t1,1,0,0,1,1,1
3139,g3140.t1,1,1,1,1,1,1
3140,g3141.t1,1,1,1,0,1,1
3141,g3142.t1,1,1,1,0,0,1
3142,g3143.t1,1,1,1,0,1,1
3143,g3144.t1,0,0,0,1,1,1
3144,g3145.t1,1,1,1,1,1,1
3145,g3146.t1,1,1,1,1,1,1
3146,g3147.t1,1,1,1,1,1,1
3147,g3148.t1,0,0,0,1,1,1
3148,g3149.t1,1,1,1,1,1,1
3149,g3150.t1,1,1,1,1,1,1
3150,g3151.t1,1,1,1,0,1,1
3151,g3152.t1,1,1,1,1,1,1
3152,g3153.t1,1,1,1,0,0,1
3153,g3154.t1,1,1,1,0,1,1
3154,g3155.t1,1,1,1,1,1,1
3155,g3156.t1,1,1,1,1,1,1
3156,g3157.t1,1,1,1,0,1,1
3157,g3158.t1,1,1,1,1,1,1
3158,g3159.t1,1,1,1,0,1,1
3159,g3160.t1,1,1,1,1,1,1
3160,g3161.t1,1,1,1,0,1,1
3161,g3162.t1,1,1,1,1,1,1
3162,g3163.t1,1,1,1,1,1,1
3163,g3164.t1,1,1,1,0,1,1
3164,g3165.t1,1,1,1,1,1,1
3165,g3166.t1,1,1,1,1,1,1
3166,g3167.t1,1,1,1,1,1,1
3167,g3168.t1,1,1,1,1,1,1
3168,g3169.t1,1,1,1,1,1,1
3169,g3170.t1,1,1,1,0,1,1
3170,g3171.t1,1,1,1,1,1,1
3171,g3172.t1,1,1,1,1,1,1
3172,g3173.t1,1,1,1,1,1,1
3173,g3174.t1,1,1,1,1,1,1
3174,g3175.t1,1,1,1,1,1,1
3175,g3176.t1,1,1,1,1,1,1
3176,g3177.t1,1,1,1,0,1,1
3177,g3178.t1,1,1,1,1,1,1
3178,g3179.t1,1,1,1,1,1,1
3179,g3180.t1,1,1,1,0,1,1
3180,g3181.t1,1,1,1,0,1,1
3181,g3182.t1,1,1,1,0,1,1
3182,g3183.t1,1,1,1,0,1,1
3183,g3184.t1,1,1,1,0,1,1
3184,g3185.t1,1,1,1,1,1,1
3185,g3186.t1,1,1,1,1,1,1
3186,g3187.t1,1,1,1,1,1,1
3187,g3188.t1,1,1,1,1,1,1
3188,g3189.t1,1,1,1,1,1,1
3189,g3190.t1,1,1,1,1,1,1
3190,g3191.t1,1,1,1,1,1,1
3191,g3192.t1,1,1,1,1,1,1
3192,g3193.t1,1,1,1,0,1,1
3193,g3194.t1,1,1,1,1,1,1
3194,g3195.t1,1,1,1,1,1,1
3195,g3196.t1,1,1,1,0,1,1
3196,g3197.t1,1,1,1,1,1,1
3197,g3198.t1,1,0,0,1,1,1
3198,g3199.t1,1,1,1,1,1,1
3199,g3200.t1,0,0,0,1,1,1
3200,g3201.t1,1,1,1,1,1,1
3201,g3202.t1,1,1,1,0,1,1
3202,g3203.t1,1,1,1,0,1,1
3203,g3204.t1,1,1,1,1,1,1
3204,g3205.t1,1,1,1,1,1,1
3205,g3206.t1,1,1,0,1,1,1
3206,g3207.t1,1,1,1,1,1,1
3207,g3208.t1,1,1,1,1,1,1
3208,g3209.t1,1,1,1,1,1,1
3209,g3210.t1,1,1,1,1,1,1
3210,g3211.t1,1,1,1,1,1,1
3211,g3212.t1,1,1,1,0,1,1
3212,g3213.t1,1,1,1,1,1,1
3213,g3214.t1,1,1,1,0,1,1
3214,g3215.t1,1,1,1,0,1,1
3215,g3216.t1,1,1,1,0,1,1
3216,g3217.t1,1,1,1,0,1,1
3217,g3218.t1,1,1,1,1,1,1
3218,g3219.t1,1,1,1,0,1,1
3219,g3220.t1,1,1,1,1,1,1
3220,g3221.t1,1,1,1,1,1,1
3221,g3222.t1,1,1,1,1,1,1
3222,g3223.t1,1,1,1,1,1,1
3223,g3224.t1,0,0,0,0,1,1
3224,g3225.t1,1,0,0,0,1,1
3225,g3226.t1,1,1,1,0,1,1
3226,g3227.t1,0,0,0,1,1,1
3227,g3228.t1,1,1,1,1,1,1
3228,g3229.t1,1,1,1,1,1,1
3229,g3230.t1,1,1,0,1,1,1
3230,g3231.t1,1,1,1,0,1,1
3231,g3232.t1,1,0,0,1,1,1
3232,g3233.t1,1,1,1,0,1,1
3233,g3234.t1,1,1,1,0,1,1
3234,g3235.t1,1,1,1,0,1,1
3235,g3236.t1,0,0,0,1,1,1
3236,g3237.t1,1,1,1,1,1,1
3237,g3238.t1,1,1,1,1,1,1
3238,g3239.t1,1,1,1,0,1,1
3239,g3240.t1,1,1,1,0,1,1
3240,g3241.t1,1,1,1,1,1,1
3241,g3242.t1,1,1,1,1,1,1
3242,g3243.t1,1,1,1,0,1,1
3243,g3244.t1,1,1,1,1,1,1
3244,g3245.t1,1,1,1,1,1,1
3245,g3246.t1,1,1,1,1,1,1
3246,g3247.t1,1,1,1,0,1,1
3247,g3248.t1,0,0,0,1,1,1
3248,g3249.t1,1,1,1,1,1,1
3249,g3250.t1,1,1,1,1,1,1
3250,g3251.t1,0,0,0,1,1,1
3251,g3252.t1,1,1,1,1,1,1
3252,g3253.t1,1,1,1,1,1,1
