indexSequence,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5
CHR-1-Sequence-1490,13.2295719844,31.906614786,54.0856031128,0.778210116732,0.0,11.2840466926,27.2373540856,60.3112840467,0.778210116732,0.389105058366,14.0077821012,33.4630350195,52.140077821,0.389105058366,0.0
CHR-1-Sequence-1491,14.3968871595,29.1828793774,54.8638132296,1.55642023346,0.0,7.39299610895,29.1828793774,62.6459143969,0.778210116732,0.0,14.0077821012,32.2957198444,52.5291828794,1.1673151751,0.0
CHR-1-Sequence-1498,10.1167315175,36.9649805447,52.140077821,0.778210116732,0.0,8.17120622568,26.4591439689,65.3696498054,0.0,0.0,12.8404669261,35.4085603113,51.3618677043,0.389105058366,0.0
CHR-1-Sequence-1500,1.55642023346,20.233463035,78.2101167315,0.0,0.0,1.1673151751,21.0116731518,77.4319066148,0.389105058366,0.0,2.33463035019,27.626459144,69.2607003891,0.778210116732,0.0
CHR-1-Sequence-1501,3.89105058366,22.9571984436,71.5953307393,1.1673151751,0.389105058366,2.33463035019,17.1206225681,79.766536965,0.778210116732,0.0,7.39299610895,37.3540856031,55.2529182879,0.0,0.0
CHR-1-Sequence-1502,1.55642023346,12.8404669261,84.4357976654,1.1673151751,0.0,1.1673151751,5.83657587549,91.8287937743,1.1673151751,0.0,1.55642023346,19.0661478599,79.3774319066,0.0,0.0
CHR-1-Sequence-1503,1.55642023346,13.6186770428,83.6575875486,1.1673151751,0.0,1.1673151751,7.00389105058,91.0505836576,0.778210116732,0.0,1.55642023346,17.8988326848,79.766536965,0.389105058366,0.389105058366
CHR-1-Sequence-1506,0.0,7.39299610895,91.439688716,1.1673151751,0.0,0.389105058366,5.44747081712,93.7743190661,0.389105058366,0.0,0.0,5.05836575875,94.5525291829,0.389105058366,0.0
CHR-1-Sequence-1507,0.0,3.89105058366,95.719844358,0.389105058366,0.0,0.0,1.55642023346,97.2762645914,0.389105058366,0.778210116732,0.0,4.28015564202,95.719844358,0.0,0.0
CHR-1-Sequence-1508,7.39299610895,24.513618677,68.093385214,0.0,0.0,6.22568093385,19.8443579767,73.1517509728,0.389105058366,0.389105058366,9.33852140078,32.6848249027,57.9766536965,0.0,0.0
CHR-1-Sequence-1509,6.61478599222,26.0700389105,66.9260700389,0.389105058366,0.0,5.05836575875,20.6225680934,74.3190661479,0.0,0.0,5.83657587549,32.2957198444,61.8677042802,0.0,0.0
CHR-1-Sequence-1512,0.389105058366,7.78210116732,91.8287937743,0.0,0.0,0.389105058366,7.00389105058,91.8287937743,0.778210116732,0.0,0.0,11.2840466926,88.7159533074,0.0,0.0
CHR-1-Sequence-1513,12.8404669261,28.4046692607,57.9766536965,0.778210116732,0.0,7.78210116732,28.4046692607,63.4241245136,0.0,0.389105058366,15.1750972763,24.9027237354,59.53307393,0.389105058366,0.0
CHR-1-Sequence-1515,9.72762645914,31.5175097276,58.7548638132,0.0,0.0,5.44747081712,26.4591439689,67.7042801556,0.389105058366,0.0,11.2840466926,28.0155642023,60.7003891051,0.0,0.0
CHR-1-Sequence-1516,2.72373540856,19.0661478599,76.6536964981,1.55642023346,0.0,1.94552529183,17.1206225681,80.5447470817,0.389105058366,0.0,1.55642023346,17.1206225681,81.3229571984,0.0,0.0
CHR-1-Sequence-1517,5.44747081712,28.4046692607,66.1478599222,0.0,0.0,3.11284046693,22.5680933852,73.9299610895,0.389105058366,0.0,10.1167315175,32.2957198444,57.5875486381,0.0,0.0
CHR-1-Sequence-1519,3.89105058366,27.626459144,67.3151750973,0.778210116732,0.389105058366,3.11284046693,23.3463035019,73.1517509728,0.0,0.389105058366,8.17120622568,31.906614786,59.9221789883,0.0,0.0
CHR-1-Sequence-1521,0.389105058366,3.89105058366,94.5525291829,1.1673151751,0.0,0.0,0.389105058366,98.8326848249,0.778210116732,0.0,0.0,5.83657587549,93.3852140078,0.389105058366,0.389105058366
CHR-1-Sequence-1523,10.1167315175,25.6809338521,63.4241245136,0.389105058366,0.389105058366,3.89105058366,18.6770428016,77.0428015564,0.389105058366,0.0,18.6770428016,28.7937743191,52.5291828794,0.0,0.0
CHR-1-Sequence-1527,8.56031128405,31.1284046693,59.9221789883,0.389105058366,0.0,6.61478599222,22.1789883268,71.2062256809,0.0,0.0,9.72762645914,31.1284046693,58.7548638132,0.389105058366,0.0
CHR-1-Sequence-1530,1.94552529183,24.513618677,73.1517509728,0.389105058366,0.0,0.778210116732,15.5642023346,82.1011673152,1.1673151751,0.389105058366,1.55642023346,27.626459144,70.8171206226,0.0,0.0
CHR-1-Sequence-1533,2.72373540856,26.0700389105,70.0389105058,0.778210116732,0.389105058366,0.389105058366,18.6770428016,79.3774319066,1.55642023346,0.0,1.94552529183,24.513618677,73.5408560311,0.0,0.0
CHR-1-Sequence-1534,3.89105058366,24.1245136187,71.9844357977,0.0,0.0,2.72373540856,16.3424124514,80.9338521401,0.0,0.0,3.89105058366,24.513618677,71.5953307393,0.0,0.0
CHR-1-Sequence-1535,9.33852140078,29.5719844358,59.9221789883,1.1673151751,0.0,12.4513618677,25.2918287938,61.4785992218,0.0,0.778210116732,5.44747081712,32.2957198444,61.8677042802,0.389105058366,0.0
CHR-1-Sequence-1536,1.55642023346,19.0661478599,77.8210116732,1.55642023346,0.0,0.778210116732,12.4513618677,85.9922178988,0.389105058366,0.389105058366,1.94552529183,19.0661478599,78.9883268482,0.0,0.0
CHR-1-Sequence-1537,6.61478599222,31.5175097276,61.4785992218,0.389105058366,0.0,5.83657587549,28.7937743191,65.3696498054,0.0,0.0,8.17120622568,31.906614786,59.1439688716,0.778210116732,0.0
CHR-1-Sequence-1538,3.89105058366,27.2373540856,68.8715953307,0.0,0.0,3.89105058366,20.233463035,74.7081712062,0.778210116732,0.389105058366,4.28015564202,31.1284046693,63.813229572,0.778210116732,0.0
CHR-1-Sequence-1539,5.05836575875,16.7315175097,77.0428015564,1.1673151751,0.0,3.89105058366,17.5097276265,77.4319066148,1.1673151751,0.0,4.66926070039,33.4630350195,61.8677042802,0.0,0.0
CHR-1-Sequence-1544,10.8949416342,29.1828793774,59.9221789883,0.0,0.0,6.61478599222,28.7937743191,64.2023346304,0.389105058366,0.0,7.39299610895,34.2412451362,58.3657587549,0.0,0.0
CHR-1-Sequence-1545,10.1167315175,28.4046692607,61.0894941634,0.389105058366,0.0,7.39299610895,29.5719844358,62.6459143969,0.389105058366,0.0,7.39299610895,31.5175097276,61.0894941634,0.0,0.0
CHR-1-Sequence-1546,7.39299610895,31.1284046693,61.4785992218,0.0,0.0,11.2840466926,30.7392996109,57.9766536965,0.0,0.0,5.83657587549,26.8482490272,67.3151750973,0.0,0.0
CHR-1-Sequence-1549,0.778210116732,12.4513618677,86.3813229572,0.389105058366,0.0,0.389105058366,9.72762645914,89.4941634241,0.389105058366,0.0,0.778210116732,19.8443579767,79.3774319066,0.0,0.0
CHR-1-Sequence-1550,13.2295719844,32.6848249027,53.3073929961,0.778210116732,0.0,7.39299610895,28.4046692607,63.4241245136,0.389105058366,0.389105058366,12.8404669261,38.1322957198,49.0272373541,0.0,0.0
CHR-1-Sequence-1553,1.55642023346,25.2918287938,71.9844357977,1.1673151751,0.0,3.11284046693,15.1750972763,81.3229571984,0.389105058366,0.0,3.89105058366,31.5175097276,64.5914396887,0.0,0.0
CHR-1-Sequence-1554,5.05836575875,20.6225680934,73.5408560311,0.778210116732,0.0,0.778210116732,17.8988326848,80.5447470817,0.778210116732,0.0,8.56031128405,23.7354085603,66.9260700389,0.778210116732,0.0
CHR-1-Sequence-1555,10.5058365759,28.0155642023,59.53307393,1.94552529183,0.0,7.39299610895,28.4046692607,63.0350194553,1.1673151751,0.0,9.33852140078,31.906614786,58.3657587549,0.389105058366,0.0
CHR-1-Sequence-1557,3.89105058366,17.5097276265,78.2101167315,0.389105058366,0.0,0.778210116732,17.1206225681,80.9338521401,1.1673151751,0.0,3.89105058366,22.5680933852,73.1517509728,0.389105058366,0.0
CHR-1-Sequence-1558,0.0,8.94941634241,89.8832684825,1.1673151751,0.0,0.0,3.11284046693,96.4980544747,0.389105058366,0.0,0.778210116732,10.5058365759,87.9377431907,0.778210116732,0.0
CHR-1-Sequence-1565,1.1673151751,18.2879377432,80.5447470817,0.0,0.0,1.55642023346,15.953307393,81.3229571984,0.778210116732,0.389105058366,2.33463035019,24.513618677,72.7626459144,0.389105058366,0.0
CHR-1-Sequence-1566,0.778210116732,21.0116731518,78.2101167315,0.0,0.0,0.778210116732,16.7315175097,82.1011673152,0.389105058366,0.0,3.50194552529,20.233463035,75.8754863813,0.389105058366,0.0
CHR-1-Sequence-1567,10.1167315175,29.1828793774,59.9221789883,0.778210116732,0.0,11.673151751,26.8482490272,61.0894941634,0.389105058366,0.0,7.00389105058,29.1828793774,63.813229572,0.0,0.0
CHR-1-Sequence-1568,11.673151751,29.5719844358,58.3657587549,0.389105058366,0.0,10.5058365759,32.2957198444,56.8093385214,0.389105058366,0.0,7.78210116732,29.5719844358,62.6459143969,0.0,0.0
CHR-1-Sequence-1569,3.11284046693,25.6809338521,70.8171206226,0.389105058366,0.0,3.50194552529,15.953307393,79.766536965,0.778210116732,0.0,5.05836575875,33.8521400778,61.0894941634,0.0,0.0
CHR-1-Sequence-1570,9.72762645914,33.0739299611,56.8093385214,0.389105058366,0.0,8.94941634241,27.2373540856,63.0350194553,0.389105058366,0.389105058366,9.72762645914,31.5175097276,58.7548638132,0.0,0.0
CHR-1-Sequence-1571,1.94552529183,9.72762645914,86.7704280156,1.55642023346,0.0,0.0,5.44747081712,91.8287937743,2.33463035019,0.389105058366,4.28015564202,16.7315175097,78.2101167315,0.778210116732,0.0
CHR-1-Sequence-1573,8.94941634241,31.906614786,58.3657587549,0.778210116732,0.0,4.66926070039,23.7354085603,71.2062256809,0.389105058366,0.0,10.1167315175,36.186770428,53.6964980545,0.0,0.0
CHR-1-Sequence-1574,12.0622568093,33.0739299611,54.4747081712,0.389105058366,0.0,9.33852140078,25.6809338521,63.0350194553,1.94552529183,0.0,16.7315175097,33.4630350195,49.8054474708,0.0,0.0
CHR-1-Sequence-1575,9.33852140078,24.513618677,66.1478599222,0.0,0.0,6.61478599222,22.1789883268,71.2062256809,0.0,0.0,10.5058365759,26.4591439689,63.0350194553,0.0,0.0
CHR-1-Sequence-1576,10.1167315175,28.0155642023,61.4785992218,0.389105058366,0.0,7.00389105058,23.7354085603,68.4824902724,0.778210116732,0.0,10.5058365759,25.6809338521,63.4241245136,0.389105058366,0.0
CHR-1-Sequence-1579,4.66926070039,31.5175097276,63.0350194553,0.778210116732,0.0,5.05836575875,22.5680933852,72.373540856,0.0,0.0,4.66926070039,33.8521400778,61.4785992218,0.0,0.0
CHR-1-Sequence-1580,0.0,9.72762645914,89.1050583658,0.778210116732,0.389105058366,0.0,4.28015564202,94.1634241245,1.1673151751,0.389105058366,1.1673151751,14.0077821012,84.4357976654,0.389105058366,0.0
CHR-1-Sequence-1582,7.00389105058,24.513618677,68.4824902724,0.0,0.0,4.66926070039,24.1245136187,70.4280155642,0.778210116732,0.0,6.22568093385,25.6809338521,68.093385214,0.0,0.0
CHR-1-Sequence-1583,0.0,12.8404669261,86.3813229572,0.778210116732,0.0,0.778210116732,10.1167315175,87.1595330739,1.94552529183,0.0,0.0,17.5097276265,82.1011673152,0.0,0.389105058366
CHR-1-Sequence-1585,1.55642023346,16.3424124514,81.3229571984,0.778210116732,0.0,1.1673151751,16.3424124514,81.3229571984,1.1673151751,0.0,0.778210116732,19.4552529183,79.766536965,0.0,0.0
CHR-1-Sequence-1587,4.28015564202,24.513618677,69.6498054475,1.55642023346,0.0,4.28015564202,21.7898832685,73.1517509728,0.778210116732,0.0,4.28015564202,28.4046692607,67.3151750973,0.0,0.0
CHR-1-Sequence-1591,3.89105058366,25.2918287938,69.2607003891,1.55642023346,0.0,2.72373540856,22.5680933852,74.7081712062,0.0,0.0,4.28015564202,28.7937743191,66.9260700389,0.0,0.0
CHR-1-Sequence-1592,0.0,2.33463035019,96.1089494163,1.55642023346,0.0,0.0,3.50194552529,96.1089494163,0.389105058366,0.0,0.0,4.66926070039,94.5525291829,0.389105058366,0.389105058366
CHR-1-Sequence-1593,11.2840466926,22.1789883268,66.1478599222,0.389105058366,0.0,3.89105058366,19.0661478599,76.6536964981,0.389105058366,0.0,12.0622568093,28.4046692607,59.53307393,0.0,0.0
CHR-1-Sequence-1595,3.89105058366,22.5680933852,72.7626459144,0.778210116732,0.0,0.778210116732,17.1206225681,81.7120622568,0.389105058366,0.0,4.66926070039,30.3501945525,64.9805447471,0.0,0.0
CHR-1-Sequence-1596,5.83657587549,22.1789883268,71.5953307393,0.389105058366,0.0,3.50194552529,19.8443579767,75.8754863813,0.778210116732,0.0,5.05836575875,24.9027237354,70.0389105058,0.0,0.0
CHR-1-Sequence-1597,12.4513618677,31.906614786,54.4747081712,0.778210116732,0.389105058366,8.56031128405,27.626459144,62.6459143969,0.778210116732,0.389105058366,14.3968871595,37.3540856031,47.859922179,0.389105058366,0.0
CHR-1-Sequence-1598,3.50194552529,24.513618677,71.2062256809,0.778210116732,0.0,0.778210116732,13.2295719844,84.8249027237,0.778210116732,0.389105058366,4.28015564202,28.0155642023,67.7042801556,0.0,0.0
CHR-1-Sequence-1599,0.389105058366,14.7859922179,84.4357976654,0.389105058366,0.0,0.389105058366,8.17120622568,90.2723735409,1.1673151751,0.0,1.55642023346,21.4007782101,77.0428015564,0.0,0.0
CHR-1-Sequence-1600,1.94552529183,26.0700389105,71.9844357977,0.0,0.0,0.389105058366,15.5642023346,83.6575875486,0.389105058366,0.0,2.72373540856,29.5719844358,67.3151750973,0.389105058366,0.0
CHR-1-Sequence-1602,9.33852140078,31.906614786,57.9766536965,0.778210116732,0.0,7.78210116732,28.7937743191,61.8677042802,1.55642023346,0.0,12.4513618677,36.186770428,51.3618677043,0.0,0.0
CHR-1-Sequence-1606,0.0,4.66926070039,93.3852140078,1.55642023346,0.389105058366,0.0,4.28015564202,93.7743190661,1.94552529183,0.0,0.389105058366,7.00389105058,92.6070038911,0.0,0.0
CHR-1-Sequence-1607,0.389105058366,5.05836575875,92.9961089494,1.1673151751,0.389105058366,0.0,3.50194552529,96.4980544747,0.0,0.0,0.0,10.5058365759,89.1050583658,0.0,0.389105058366
CHR-1-Sequence-1608,0.0,8.56031128405,90.2723735409,1.1673151751,0.0,0.389105058366,1.94552529183,96.8871595331,0.778210116732,0.0,0.0,4.66926070039,94.1634241245,1.1673151751,0.0
CHR-1-Sequence-1609,0.778210116732,11.673151751,86.7704280156,0.778210116732,0.0,0.389105058366,7.39299610895,91.8287937743,0.0,0.389105058366,0.389105058366,17.1206225681,82.4902723735,0.0,0.0
CHR-1-Sequence-1613,5.05836575875,28.7937743191,64.9805447471,0.778210116732,0.389105058366,2.33463035019,21.4007782101,75.486381323,0.778210116732,0.0,8.94941634241,33.0739299611,57.9766536965,0.0,0.0
CHR-1-Sequence-1614,2.33463035019,27.2373540856,69.6498054475,0.778210116732,0.0,1.94552529183,16.3424124514,80.5447470817,1.1673151751,0.0,4.66926070039,24.1245136187,70.8171206226,0.389105058366,0.0
CHR-1-Sequence-1616,2.72373540856,29.1828793774,66.5369649805,1.55642023346,0.0,2.33463035019,15.1750972763,81.3229571984,1.1673151751,0.0,5.05836575875,24.9027237354,69.2607003891,0.778210116732,0.0
CHR-1-Sequence-1617,10.5058365759,28.4046692607,61.0894941634,0.0,0.0,7.00389105058,22.5680933852,69.6498054475,0.778210116732,0.0,10.5058365759,38.9105058366,50.5836575875,0.0,0.0
CHR-1-Sequence-1618,11.2840466926,26.0700389105,62.6459143969,0.0,0.0,5.05836575875,22.1789883268,72.7626459144,0.0,0.0,10.8949416342,35.7976653696,52.9182879377,0.389105058366,0.0
CHR-1-Sequence-1619,1.94552529183,14.3968871595,83.6575875486,0.0,0.0,0.778210116732,9.72762645914,89.4941634241,0.0,0.0,1.94552529183,21.7898832685,76.2645914397,0.0,0.0
CHR-1-Sequence-1621,10.1167315175,35.7976653696,53.3073929961,0.778210116732,0.0,7.39299610895,30.7392996109,61.4785992218,0.0,0.389105058366,12.4513618677,36.5758754864,50.9727626459,0.0,0.0
CHR-1-Sequence-1622,14.0077821012,29.1828793774,56.420233463,0.389105058366,0.0,9.72762645914,28.4046692607,61.0894941634,0.389105058366,0.389105058366,10.8949416342,36.5758754864,51.7509727626,0.778210116732,0.0
CHR-1-Sequence-1623,13.6186770428,27.626459144,57.9766536965,0.778210116732,0.0,9.72762645914,25.6809338521,63.4241245136,0.778210116732,0.389105058366,11.673151751,39.2996108949,48.6381322957,0.389105058366,0.0
CHR-1-Sequence-1624,5.05836575875,20.6225680934,74.3190661479,0.0,0.0,1.94552529183,23.7354085603,72.7626459144,1.55642023346,0.0,5.05836575875,25.6809338521,69.2607003891,0.0,0.0
CHR-1-Sequence-1625,4.28015564202,21.0116731518,74.3190661479,0.389105058366,0.0,2.72373540856,21.0116731518,75.0972762646,1.1673151751,0.0,5.05836575875,22.5680933852,72.373540856,0.0,0.0
CHR-1-Sequence-1626,7.39299610895,29.1828793774,63.0350194553,0.389105058366,0.0,2.72373540856,21.4007782101,75.8754863813,0.0,0.0,10.5058365759,34.2412451362,54.4747081712,0.778210116732,0.0
CHR-1-Sequence-1627,7.78210116732,27.626459144,64.2023346304,0.389105058366,0.0,2.72373540856,21.0116731518,76.2645914397,0.0,0.0,12.4513618677,32.6848249027,54.0856031128,0.778210116732,0.0
CHR-1-Sequence-1628,12.0622568093,26.0700389105,61.4785992218,0.0,0.389105058366,6.61478599222,27.626459144,65.3696498054,0.389105058366,0.0,13.2295719844,33.8521400778,52.9182879377,0.0,0.0
CHR-1-Sequence-1629,3.11284046693,22.5680933852,74.3190661479,0.0,0.0,3.89105058366,19.8443579767,76.2645914397,0.0,0.0,4.66926070039,27.2373540856,67.7042801556,0.389105058366,0.0
CHR-1-Sequence-1635,0.389105058366,14.0077821012,85.6031128405,0.0,0.0,0.778210116732,4.28015564202,94.9416342412,0.0,0.0,0.778210116732,19.0661478599,80.1556420233,0.0,0.0
CHR-1-Sequence-1636,8.17120622568,22.5680933852,69.2607003891,0.0,0.0,4.66926070039,22.5680933852,72.7626459144,0.0,0.0,9.72762645914,25.2918287938,64.5914396887,0.389105058366,0.0
CHR-1-Sequence-1642,3.50194552529,17.5097276265,77.8210116732,1.1673151751,0.0,3.89105058366,15.1750972763,80.5447470817,0.389105058366,0.0,1.55642023346,18.2879377432,79.766536965,0.389105058366,0.0
CHR-1-Sequence-1644,3.11284046693,22.5680933852,73.9299610895,0.389105058366,0.0,2.72373540856,21.0116731518,75.8754863813,0.389105058366,0.0,1.55642023346,17.8988326848,80.5447470817,0.0,0.0
CHR-1-Sequence-1645,0.778210116732,15.5642023346,82.8793774319,0.778210116732,0.0,0.389105058366,12.8404669261,86.7704280156,0.0,0.0,1.1673151751,27.626459144,70.8171206226,0.389105058366,0.0
CHR-1-Sequence-1646,0.778210116732,11.673151751,87.5486381323,0.0,0.0,1.1673151751,4.66926070039,93.7743190661,0.389105058366,0.0,1.1673151751,17.8988326848,80.5447470817,0.389105058366,0.0
CHR-1-Sequence-1647,4.28015564202,22.1789883268,73.5408560311,0.0,0.0,1.55642023346,15.5642023346,82.4902723735,0.389105058366,0.0,4.66926070039,31.5175097276,63.813229572,0.0,0.0
CHR-1-Sequence-1649,0.778210116732,21.0116731518,77.0428015564,1.1673151751,0.0,0.0,15.1750972763,83.6575875486,1.1673151751,0.0,1.94552529183,22.9571984436,75.0972762646,0.0,0.0
CHR-1-Sequence-1650,4.28015564202,22.9571984436,72.373540856,0.389105058366,0.0,1.94552529183,19.4552529183,78.2101167315,0.389105058366,0.0,3.50194552529,26.0700389105,70.0389105058,0.389105058366,0.0
CHR-1-Sequence-1652,0.778210116732,13.6186770428,85.2140077821,0.389105058366,0.0,0.778210116732,9.72762645914,89.1050583658,0.389105058366,0.0,1.94552529183,13.2295719844,84.4357976654,0.389105058366,0.0
CHR-1-Sequence-1653,8.17120622568,28.4046692607,63.0350194553,0.389105058366,0.0,6.22568093385,21.0116731518,71.9844357977,0.778210116732,0.0,7.39299610895,34.6303501946,57.5875486381,0.389105058366,0.0
CHR-1-Sequence-1654,4.28015564202,27.626459144,65.7587548638,1.94552529183,0.389105058366,6.22568093385,16.7315175097,76.2645914397,0.778210116732,0.0,7.39299610895,32.2957198444,59.9221789883,0.389105058366,0.0
CHR-1-Sequence-1655,5.83657587549,26.4591439689,67.7042801556,0.0,0.0,4.66926070039,22.5680933852,72.7626459144,0.0,0.0,8.94941634241,26.0700389105,64.5914396887,0.389105058366,0.0
CHR-1-Sequence-1656,4.28015564202,20.6225680934,74.3190661479,0.778210116732,0.0,2.33463035019,15.5642023346,81.3229571984,0.389105058366,0.389105058366,5.05836575875,26.4591439689,68.4824902724,0.0,0.0
CHR-1-Sequence-1657,3.50194552529,19.8443579767,75.8754863813,0.778210116732,0.0,2.33463035019,14.7859922179,82.1011673152,0.778210116732,0.0,1.94552529183,24.9027237354,73.1517509728,0.0,0.0
CHR-1-Sequence-1659,0.0,10.5058365759,87.9377431907,1.55642023346,0.0,0.389105058366,8.94941634241,89.8832684825,0.778210116732,0.0,0.0,16.7315175097,82.8793774319,0.389105058366,0.0
CHR-1-Sequence-1660,0.389105058366,6.61478599222,92.2178988327,0.389105058366,0.389105058366,0.0,3.50194552529,95.719844358,0.389105058366,0.389105058366,1.1673151751,13.2295719844,85.6031128405,0.0,0.0
CHR-1-Sequence-1661,0.0,7.78210116732,91.8287937743,0.389105058366,0.0,0.0,1.55642023346,97.2762645914,0.778210116732,0.389105058366,0.389105058366,13.6186770428,85.9922178988,0.0,0.0
CHR-1-Sequence-1662,9.72762645914,29.5719844358,59.53307393,0.778210116732,0.389105058366,9.33852140078,28.4046692607,61.0894941634,0.778210116732,0.389105058366,9.33852140078,35.0194552529,55.6420233463,0.0,0.0
CHR-1-Sequence-1664,0.778210116732,13.6186770428,84.046692607,1.1673151751,0.389105058366,1.1673151751,13.2295719844,85.2140077821,0.389105058366,0.0,1.94552529183,14.7859922179,83.2684824903,0.0,0.0
CHR-1-Sequence-1666,7.00389105058,23.3463035019,68.8715953307,0.778210116732,0.0,3.11284046693,20.233463035,75.8754863813,0.778210116732,0.0,12.0622568093,31.1284046693,56.8093385214,0.0,0.0
CHR-1-Sequence-1667,5.44747081712,25.2918287938,68.093385214,1.1673151751,0.0,2.33463035019,20.233463035,77.4319066148,0.0,0.0,9.72762645914,32.2957198444,57.9766536965,0.0,0.0
CHR-1-Sequence-1672,7.39299610895,28.0155642023,64.5914396887,0.0,0.0,7.78210116732,27.626459144,64.2023346304,0.389105058366,0.0,5.44747081712,24.9027237354,69.6498054475,0.0,0.0
CHR-1-Sequence-1673,7.00389105058,26.4591439689,65.7587548638,0.389105058366,0.389105058366,3.11284046693,24.1245136187,72.7626459144,0.0,0.0,12.8404669261,31.5175097276,55.6420233463,0.0,0.0
CHR-1-Sequence-1676,5.05836575875,27.2373540856,67.3151750973,0.389105058366,0.0,3.89105058366,22.9571984436,72.7626459144,0.389105058366,0.0,8.17120622568,28.4046692607,63.4241245136,0.0,0.0
CHR-1-Sequence-1677,15.1750972763,31.906614786,52.5291828794,0.0,0.389105058366,14.0077821012,24.513618677,60.7003891051,0.389105058366,0.389105058366,15.1750972763,36.186770428,48.6381322957,0.0,0.0
CHR-1-Sequence-1682,8.94941634241,29.5719844358,61.0894941634,0.0,0.389105058366,4.66926070039,23.3463035019,71.9844357977,0.0,0.0,9.72762645914,31.5175097276,58.3657587549,0.389105058366,0.0
CHR-1-Sequence-1683,2.33463035019,20.233463035,76.6536964981,0.778210116732,0.0,2.33463035019,18.2879377432,78.5992217899,0.389105058366,0.389105058366,1.94552529183,21.7898832685,75.8754863813,0.389105058366,0.0
CHR-1-Sequence-1684,13.2295719844,31.1284046693,54.4747081712,1.1673151751,0.0,10.1167315175,28.7937743191,60.3112840467,0.778210116732,0.0,12.8404669261,37.7431906615,49.0272373541,0.389105058366,0.0
CHR-1-Sequence-1687,5.05836575875,22.1789883268,72.7626459144,0.0,0.0,0.389105058366,26.0700389105,73.5408560311,0.0,0.0,2.33463035019,29.5719844358,67.7042801556,0.389105058366,0.0
CHR-1-Sequence-1688,0.0,4.66926070039,94.1634241245,1.1673151751,0.0,0.389105058366,5.44747081712,93.7743190661,0.389105058366,0.0,0.0,5.83657587549,93.3852140078,0.778210116732,0.0
CHR-1-Sequence-1690,13.6186770428,33.4630350195,52.5291828794,0.0,0.389105058366,12.4513618677,27.2373540856,59.9221789883,0.0,0.389105058366,14.3968871595,35.7976653696,49.0272373541,0.389105058366,0.389105058366
CHR-1-Sequence-1706,8.94941634241,32.2957198444,58.3657587549,0.389105058366,0.0,7.39299610895,24.513618677,67.3151750973,0.778210116732,0.0,10.1167315175,30.7392996109,59.1439688716,0.0,0.0
CHR-1-Sequence-1709,9.33852140078,32.6848249027,57.9766536965,0.0,0.0,7.39299610895,23.7354085603,68.093385214,0.778210116732,0.0,11.2840466926,29.1828793774,59.53307393,0.0,0.0
CHR-1-Sequence-1713,5.44747081712,29.9610894942,63.813229572,0.778210116732,0.0,6.22568093385,23.3463035019,70.0389105058,0.0,0.389105058366,7.39299610895,31.5175097276,60.3112840467,0.778210116732,0.0
CHR-1-Sequence-1714,1.1673151751,12.4513618677,84.046692607,1.94552529183,0.389105058366,0.389105058366,5.05836575875,93.3852140078,0.778210116732,0.389105058366,4.66926070039,21.7898832685,73.1517509728,0.389105058366,0.0
CHR-1-Sequence-1715,1.55642023346,15.5642023346,81.3229571984,1.55642023346,0.0,1.1673151751,15.1750972763,82.4902723735,1.1673151751,0.0,2.33463035019,16.7315175097,79.766536965,1.1673151751,0.0
CHR-1-Sequence-1718,7.39299610895,25.6809338521,66.1478599222,0.778210116732,0.0,3.50194552529,17.8988326848,78.5992217899,0.0,0.0,11.673151751,32.6848249027,55.2529182879,0.0,0.389105058366
CHR-1-Sequence-1719,5.05836575875,26.8482490272,68.093385214,0.0,0.0,4.66926070039,20.233463035,75.0972762646,0.0,0.0,10.5058365759,23.7354085603,65.3696498054,0.389105058366,0.0
CHR-1-Sequence-1720,4.66926070039,22.5680933852,71.9844357977,0.778210116732,0.0,4.28015564202,24.513618677,70.4280155642,0.778210116732,0.0,3.11284046693,23.7354085603,73.1517509728,0.0,0.0
CHR-1-Sequence-1723,9.72762645914,30.3501945525,59.9221789883,0.0,0.0,14.7859922179,25.2918287938,59.1439688716,0.778210116732,0.0,7.00389105058,31.1284046693,61.4785992218,0.389105058366,0.0
CHR-1-Sequence-1724,13.6186770428,33.0739299611,52.9182879377,0.389105058366,0.0,6.61478599222,25.2918287938,67.3151750973,0.778210116732,0.0,17.1206225681,38.1322957198,44.7470817121,0.0,0.0
CHR-1-Sequence-1725,4.66926070039,22.9571984436,71.2062256809,0.778210116732,0.389105058366,3.50194552529,22.1789883268,73.5408560311,0.778210116732,0.0,10.1167315175,35.0194552529,54.8638132296,0.0,0.0
CHR-1-Sequence-1726,0.389105058366,7.00389105058,91.0505836576,1.55642023346,0.0,0.0,2.33463035019,96.1089494163,1.55642023346,0.0,0.0,5.83657587549,93.7743190661,0.389105058366,0.0
CHR-1-Sequence-1729,9.33852140078,28.4046692607,61.8677042802,0.389105058366,0.0,3.89105058366,27.2373540856,68.4824902724,0.389105058366,0.0,11.2840466926,33.0739299611,54.8638132296,0.778210116732,0.0
