indexSequence,HydrophobicityZ1,HydrophobicityZ2,HydrophobicityZ3,HydrophobicityZ4,HydrophobicityZ5,HydrophobicZ1,HydrophobicZ2,HydrophobicZ3,HydrophobicZ4,HydrophobicZ5,HydrophilicityZ1,HydrophilicityZ2,HydrophilicityZ3,HydrophilicityZ4,HydrophilicityZ5
CHR-1-Sequence-1591,0.0,10.0775193798,86.0465116279,3.87596899225,0.0,0.0,6.2015503876,92.2480620155,1.5503875969,0.0,1.5503875969,15.503875969,82.1705426357,0.77519379845,0.0
CHR-1-Sequence-1598,0.0,11.6279069767,87.5968992248,0.0,0.77519379845,2.32558139535,15.503875969,79.8449612403,1.5503875969,0.77519379845,11.6279069767,32.5581395349,55.8139534884,0.0,0.0
CHR-1-Sequence-1602,0.77519379845,24.8062015504,72.8682170543,0.77519379845,0.77519379845,3.1007751938,24.8062015504,69.7674418605,2.32558139535,0.0,4.6511627907,27.1317829457,68.2170542636,0.0,0.0
CHR-1-Sequence-1606,0.0,4.6511627907,95.3488372093,0.0,0.0,0.77519379845,6.2015503876,92.2480620155,0.77519379845,0.0,0.77519379845,13.1782945736,86.0465116279,0.0,0.0
CHR-1-Sequence-1607,0.0,6.2015503876,92.2480620155,1.5503875969,0.0,0.77519379845,3.87596899225,95.3488372093,0.0,0.0,0.77519379845,16.2790697674,82.9457364341,0.0,0.0
CHR-1-Sequence-1616,0.0,3.1007751938,96.8992248062,0.0,0.0,0.0,3.87596899225,93.7984496124,2.32558139535,0.0,0.0,11.6279069767,87.5968992248,0.77519379845,0.0
CHR-1-Sequence-1621,0.0,6.2015503876,93.7984496124,0.0,0.0,0.0,6.2015503876,91.4728682171,1.5503875969,0.77519379845,0.77519379845,13.1782945736,85.2713178295,0.77519379845,0.0
CHR-1-Sequence-1627,2.32558139535,19.3798449612,77.519379845,0.77519379845,0.0,3.87596899225,20.9302325581,74.4186046512,0.0,0.77519379845,8.52713178295,34.1085271318,56.5891472868,0.77519379845,0.0
CHR-1-Sequence-1628,0.77519379845,19.3798449612,78.2945736434,1.5503875969,0.0,1.5503875969,24.0310077519,73.6434108527,0.77519379845,0.0,5.42635658915,31.007751938,63.5658914729,0.0,0.0
CHR-1-Sequence-1644,0.77519379845,18.6046511628,79.8449612403,0.77519379845,0.0,4.6511627907,20.9302325581,73.6434108527,0.77519379845,0.0,10.8527131783,37.2093023256,51.9379844961,0.0,0.0
CHR-1-Sequence-1645,0.77519379845,14.7286821705,84.496124031,0.0,0.0,1.5503875969,12.4031007752,84.496124031,1.5503875969,0.0,2.32558139535,24.0310077519,73.6434108527,0.0,0.0
CHR-1-Sequence-1647,0.0,13.1782945736,85.2713178295,1.5503875969,0.0,0.0,13.1782945736,85.2713178295,0.77519379845,0.77519379845,5.42635658915,26.3565891473,68.2170542636,0.0,0.0
CHR-1-Sequence-1650,0.77519379845,15.503875969,82.9457364341,0.0,0.77519379845,2.32558139535,25.5813953488,71.3178294574,0.77519379845,0.0,10.8527131783,35.6589147287,53.488372093,0.0,0.0
CHR-1-Sequence-1653,0.0,10.0775193798,89.1472868217,0.77519379845,0.0,0.0,14.7286821705,82.9457364341,2.32558139535,0.0,0.77519379845,24.0310077519,73.6434108527,1.5503875969,0.0
CHR-1-Sequence-1654,4.6511627907,17.8294573643,76.7441860465,0.77519379845,0.0,3.87596899225,24.8062015504,70.5426356589,0.77519379845,0.0,10.0775193798,28.6821705426,61.2403100775,0.0,0.0
CHR-1-Sequence-1655,0.0,18.6046511628,80.6201550388,0.77519379845,0.0,3.1007751938,24.8062015504,70.5426356589,1.5503875969,0.0,7.7519379845,31.007751938,60.4651162791,0.77519379845,0.0
CHR-1-Sequence-1656,3.1007751938,18.6046511628,77.519379845,0.77519379845,0.0,4.6511627907,27.9069767442,65.8914728682,1.5503875969,0.0,6.97674418605,34.8837209302,58.1395348837,0.0,0.0
CHR-1-Sequence-1660,1.5503875969,20.1550387597,77.519379845,0.77519379845,0.0,1.5503875969,17.0542635659,80.6201550388,0.77519379845,0.0,3.1007751938,27.1317829457,69.7674418605,0.0,0.0
CHR-1-Sequence-1661,0.77519379845,7.7519379845,90.6976744186,0.0,0.77519379845,0.0,12.4031007752,86.8217054264,0.77519379845,0.0,2.32558139535,27.1317829457,69.7674418605,0.77519379845,0.0
CHR-1-Sequence-1664,0.0,4.6511627907,95.3488372093,0.0,0.0,0.77519379845,3.1007751938,95.3488372093,0.77519379845,0.0,0.77519379845,6.2015503876,92.2480620155,0.0,0.77519379845
CHR-1-Sequence-1666,0.0,1.5503875969,98.4496124031,0.0,0.0,0.0,11.6279069767,84.496124031,3.1007751938,0.77519379845,0.0,22.480620155,77.519379845,0.0,0.0
CHR-1-Sequence-1667,0.0,10.0775193798,89.9224806202,0.0,0.0,1.5503875969,20.9302325581,75.9689922481,1.5503875969,0.0,3.87596899225,37.2093023256,58.1395348837,0.77519379845,0.0
CHR-1-Sequence-1683,0.0,12.4031007752,87.5968992248,0.0,0.0,0.0,4.6511627907,94.5736434109,0.77519379845,0.0,0.0,12.4031007752,86.8217054264,0.77519379845,0.0
CHR-1-Sequence-1713,0.0,0.77519379845,99.2248062016,0.0,0.0,0.0,10.0775193798,87.5968992248,1.5503875969,0.77519379845,1.5503875969,25.5813953488,72.8682170543,0.0,0.0
CHR-1-Sequence-1714,0.0,7.7519379845,91.4728682171,0.77519379845,0.0,1.5503875969,11.6279069767,86.8217054264,0.0,0.0,2.32558139535,25.5813953488,72.0930232558,0.0,0.0
CHR-1-Sequence-1720,0.0,6.97674418605,93.023255814,0.0,0.0,2.32558139535,16.2790697674,79.8449612403,1.5503875969,0.0,4.6511627907,24.8062015504,69.7674418605,0.77519379845,0.0
CHR-1-Sequence-1733,0.0,13.9534883721,86.0465116279,0.0,0.0,0.0,27.1317829457,72.8682170543,0.0,0.0,6.2015503876,34.8837209302,58.1395348837,0.77519379845,0.0
CHR-1-Sequence-1736,0.0,12.4031007752,87.5968992248,0.0,0.0,0.77519379845,10.0775193798,89.1472868217,0.0,0.0,2.32558139535,21.7054263566,75.9689922481,0.0,0.0
CHR-1-Sequence-1761,0.0,3.1007751938,96.8992248062,0.0,0.0,2.32558139535,8.52713178295,89.1472868217,0.0,0.0,2.32558139535,9.3023255814,87.5968992248,0.77519379845,0.0
CHR-1-Sequence-1762,0.0,20.9302325581,79.0697674419,0.0,0.0,0.0,16.2790697674,83.7209302326,0.0,0.0,0.0,20.9302325581,79.0697674419,0.0,0.0
CHR-1-Sequence-1765,0.77519379845,12.4031007752,86.8217054264,0.0,0.0,0.0,17.0542635659,82.9457364341,0.0,0.0,0.0,21.7054263566,78.2945736434,0.0,0.0
CHR-1-Sequence-1766,1.5503875969,25.5813953488,72.0930232558,0.77519379845,0.0,6.2015503876,26.3565891473,65.8914728682,1.5503875969,0.0,8.52713178295,31.007751938,60.4651162791,0.0,0.0
CHR-1-Sequence-1775,0.0,11.6279069767,88.3720930233,0.0,0.0,0.77519379845,16.2790697674,81.3953488372,1.5503875969,0.0,0.77519379845,27.9069767442,71.3178294574,0.0,0.0
CHR-1-Sequence-1788,0.0,0.77519379845,98.4496124031,0.77519379845,0.0,0.0,1.5503875969,96.1240310078,2.32558139535,0.0,0.0,5.42635658915,94.5736434109,0.0,0.0
CHR-1-Sequence-1800,0.77519379845,20.9302325581,76.7441860465,0.77519379845,0.77519379845,2.32558139535,19.3798449612,75.9689922481,1.5503875969,0.77519379845,5.42635658915,24.0310077519,69.7674418605,0.77519379845,0.0
CHR-1-Sequence-1801,0.0,12.4031007752,86.8217054264,0.77519379845,0.0,2.32558139535,20.1550387597,76.7441860465,0.77519379845,0.0,5.42635658915,29.4573643411,65.1162790698,0.0,0.0
CHR-1-Sequence-1802,0.0,12.4031007752,86.8217054264,0.77519379845,0.0,0.0,18.6046511628,79.8449612403,1.5503875969,0.0,6.2015503876,30.2325581395,63.5658914729,0.0,0.0
CHR-1-Sequence-1805,0.77519379845,10.0775193798,89.1472868217,0.0,0.0,0.0,12.4031007752,87.5968992248,0.0,0.0,0.77519379845,26.3565891473,72.0930232558,0.77519379845,0.0
CHR-1-Sequence-1806,0.0,24.0310077519,75.1937984496,0.77519379845,0.0,2.32558139535,16.2790697674,80.6201550388,0.77519379845,0.0,1.5503875969,37.2093023256,61.2403100775,0.0,0.0
CHR-1-Sequence-1807,1.5503875969,17.8294573643,79.0697674419,0.77519379845,0.77519379845,5.42635658915,22.480620155,71.3178294574,0.77519379845,0.0,10.8527131783,35.6589147287,53.488372093,0.0,0.0
CHR-1-Sequence-1814,0.0,10.0775193798,89.1472868217,0.77519379845,0.0,2.32558139535,17.0542635659,80.6201550388,0.0,0.0,2.32558139535,29.4573643411,68.2170542636,0.0,0.0
CHR-1-Sequence-1816,0.0,14.7286821705,85.2713178295,0.0,0.0,0.0,6.97674418605,93.023255814,0.0,0.0,0.0,15.503875969,84.496124031,0.0,0.0
CHR-1-Sequence-1821,0.0,7.7519379845,91.4728682171,0.77519379845,0.0,0.0,14.7286821705,84.496124031,0.77519379845,0.0,1.5503875969,27.9069767442,70.5426356589,0.0,0.0
CHR-1-Sequence-1823,0.0,3.87596899225,95.3488372093,0.77519379845,0.0,0.0,8.52713178295,91.4728682171,0.0,0.0,0.0,15.503875969,84.496124031,0.0,0.0
CHR-1-Sequence-1833,0.0,6.97674418605,92.2480620155,0.77519379845,0.0,0.0,6.2015503876,91.4728682171,2.32558139535,0.0,0.0,3.1007751938,95.3488372093,1.5503875969,0.0
CHR-1-Sequence-1834,1.5503875969,24.0310077519,73.6434108527,0.0,0.77519379845,3.87596899225,24.8062015504,70.5426356589,0.77519379845,0.0,6.97674418605,34.1085271318,58.9147286822,0.0,0.0
CHR-1-Sequence-1846,0.0,10.8527131783,88.3720930233,0.77519379845,0.0,0.0,10.8527131783,89.1472868217,0.0,0.0,1.5503875969,28.6821705426,68.992248062,0.77519379845,0.0
CHR-1-Sequence-1847,0.0,4.6511627907,95.3488372093,0.0,0.0,0.0,8.52713178295,89.1472868217,1.5503875969,0.77519379845,0.77519379845,19.3798449612,79.8449612403,0.0,0.0
CHR-1-Sequence-1851,2.32558139535,15.503875969,80.6201550388,1.5503875969,0.0,1.5503875969,22.480620155,74.4186046512,1.5503875969,0.0,4.6511627907,37.2093023256,58.1395348837,0.0,0.0
CHR-1-Sequence-1867,0.0,6.97674418605,93.023255814,0.0,0.0,0.0,13.9534883721,85.2713178295,0.77519379845,0.0,0.0,23.2558139535,75.1937984496,0.77519379845,0.77519379845
CHR-1-Sequence-1869,0.0,2.32558139535,94.5736434109,2.32558139535,0.77519379845,0.0,0.0,96.1240310078,3.1007751938,0.77519379845,0.0,2.32558139535,97.6744186047,0.0,0.0
CHR-1-Sequence-1875,0.0,1.5503875969,95.3488372093,2.32558139535,0.77519379845,0.0,0.0,95.3488372093,3.87596899225,0.77519379845,0.0,3.1007751938,95.3488372093,1.5503875969,0.0
CHR-1-Sequence-1876,0.0,11.6279069767,87.5968992248,0.77519379845,0.0,2.32558139535,13.1782945736,81.3953488372,3.1007751938,0.0,5.42635658915,26.3565891473,68.2170542636,0.0,0.0
CHR-1-Sequence-1877,0.0,9.3023255814,88.3720930233,2.32558139535,0.0,1.5503875969,19.3798449612,76.7441860465,2.32558139535,0.0,6.97674418605,28.6821705426,64.3410852713,0.0,0.0
CHR-1-Sequence-1878,0.0,10.8527131783,88.3720930233,0.77519379845,0.0,2.32558139535,22.480620155,73.6434108527,1.5503875969,0.0,7.7519379845,34.1085271318,57.3643410853,0.77519379845,0.0
CHR-1-Sequence-1881,0.0,13.1782945736,86.0465116279,0.0,0.77519379845,0.77519379845,17.0542635659,81.3953488372,0.77519379845,0.0,1.5503875969,27.9069767442,70.5426356589,0.0,0.0
CHR-1-Sequence-1885,1.5503875969,27.9069767442,68.992248062,1.5503875969,0.0,3.1007751938,21.7054263566,74.4186046512,0.77519379845,0.0,6.2015503876,34.8837209302,58.1395348837,0.77519379845,0.0
CHR-1-Sequence-1889,2.32558139535,16.2790697674,80.6201550388,0.77519379845,0.0,5.42635658915,17.8294573643,75.9689922481,0.77519379845,0.0,9.3023255814,29.4573643411,60.4651162791,0.77519379845,0.0
CHR-1-Sequence-1890,0.0,14.7286821705,85.2713178295,0.0,0.0,0.77519379845,16.2790697674,81.3953488372,1.5503875969,0.0,4.6511627907,31.007751938,64.3410852713,0.0,0.0
CHR-1-Sequence-1900,0.0,13.9534883721,84.496124031,0.77519379845,0.77519379845,1.5503875969,26.3565891473,68.992248062,3.1007751938,0.0,10.0775193798,38.7596899225,51.1627906977,0.0,0.0
CHR-1-Sequence-1905,2.32558139535,22.480620155,74.4186046512,0.77519379845,0.0,0.77519379845,28.6821705426,69.7674418605,0.77519379845,0.0,3.87596899225,37.984496124,58.1395348837,0.0,0.0
CHR-1-Sequence-1906,0.0,3.1007751938,96.1240310078,0.77519379845,0.0,0.0,3.1007751938,94.5736434109,1.5503875969,0.77519379845,0.77519379845,12.4031007752,86.0465116279,0.77519379845,0.0
CHR-1-Sequence-1907,3.87596899225,20.1550387597,74.4186046512,0.77519379845,0.77519379845,4.6511627907,27.1317829457,67.4418604651,0.77519379845,0.0,10.8527131783,34.8837209302,54.2635658915,0.0,0.0
CHR-1-Sequence-1908,3.1007751938,20.9302325581,75.1937984496,0.0,0.77519379845,4.6511627907,23.2558139535,71.3178294574,0.77519379845,0.0,7.7519379845,38.7596899225,53.488372093,0.0,0.0
CHR-1-Sequence-1912,3.1007751938,20.9302325581,74.4186046512,1.5503875969,0.0,5.42635658915,26.3565891473,66.6666666667,0.77519379845,0.77519379845,6.97674418605,31.7829457364,61.2403100775,0.0,0.0
CHR-1-Sequence-1915,0.0,4.6511627907,95.3488372093,0.0,0.0,0.0,8.52713178295,88.3720930233,3.1007751938,0.0,0.0,17.0542635659,82.1705426357,0.77519379845,0.0
CHR-1-Sequence-1919,0.77519379845,17.0542635659,81.3953488372,0.77519379845,0.0,2.32558139535,21.7054263566,75.1937984496,0.77519379845,0.0,4.6511627907,30.2325581395,65.1162790698,0.0,0.0
CHR-1-Sequence-1920,0.0,9.3023255814,90.6976744186,0.0,0.0,0.77519379845,15.503875969,81.3953488372,1.5503875969,0.77519379845,3.1007751938,25.5813953488,71.3178294574,0.0,0.0
CHR-1-Sequence-1928,0.0,7.7519379845,92.2480620155,0.0,0.0,0.77519379845,17.0542635659,79.8449612403,2.32558139535,0.0,3.1007751938,27.1317829457,69.7674418605,0.0,0.0
CHR-1-Sequence-1930,0.0,3.87596899225,95.3488372093,0.77519379845,0.0,0.0,8.52713178295,89.9224806202,1.5503875969,0.0,0.77519379845,20.9302325581,77.519379845,0.77519379845,0.0
CHR-1-Sequence-1943,0.77519379845,15.503875969,82.1705426357,1.5503875969,0.0,0.0,14.7286821705,84.496124031,0.77519379845,0.0,0.77519379845,28.6821705426,70.5426356589,0.0,0.0
CHR-1-Sequence-1958,0.0,10.0775193798,89.1472868217,0.77519379845,0.0,0.0,10.0775193798,87.5968992248,2.32558139535,0.0,0.77519379845,23.2558139535,75.1937984496,0.77519379845,0.0
CHR-1-Sequence-1961,0.0,5.42635658915,93.7984496124,0.77519379845,0.0,0.0,3.1007751938,96.1240310078,0.77519379845,0.0,0.0,10.0775193798,89.9224806202,0.0,0.0
CHR-1-Sequence-1962,0.0,8.52713178295,91.4728682171,0.0,0.0,1.5503875969,6.97674418605,91.4728682171,0.0,0.0,0.0,17.0542635659,82.9457364341,0.0,0.0
CHR-1-Sequence-1974,0.0,13.9534883721,84.496124031,1.5503875969,0.0,6.2015503876,21.7054263566,70.5426356589,1.5503875969,0.0,12.4031007752,27.1317829457,60.4651162791,0.0,0.0
CHR-1-Sequence-1979,0.77519379845,20.1550387597,78.2945736434,0.77519379845,0.0,4.6511627907,27.1317829457,66.6666666667,1.5503875969,0.0,12.4031007752,28.6821705426,58.9147286822,0.0,0.0
CHR-1-Sequence-1995,3.1007751938,19.3798449612,75.9689922481,1.5503875969,0.0,6.97674418605,21.7054263566,70.5426356589,0.77519379845,0.0,7.7519379845,37.984496124,54.2635658915,0.0,0.0
CHR-1-Sequence-1998,0.77519379845,24.0310077519,73.6434108527,0.77519379845,0.77519379845,4.6511627907,23.2558139535,70.5426356589,1.5503875969,0.0,6.97674418605,41.8604651163,51.1627906977,0.0,0.0
CHR-1-Sequence-2002,0.0,13.1782945736,86.0465116279,0.77519379845,0.0,0.77519379845,6.2015503876,91.4728682171,1.5503875969,0.0,0.77519379845,7.7519379845,91.4728682171,0.0,0.0
CHR-1-Sequence-2005,0.77519379845,19.3798449612,79.0697674419,0.77519379845,0.0,2.32558139535,19.3798449612,76.7441860465,1.5503875969,0.0,6.97674418605,31.007751938,61.2403100775,0.77519379845,0.0
CHR-1-Sequence-2006,0.0,13.1782945736,86.0465116279,0.77519379845,0.0,1.5503875969,27.9069767442,67.4418604651,2.32558139535,0.77519379845,1.5503875969,37.2093023256,61.2403100775,0.0,0.0
CHR-1-Sequence-2008,1.5503875969,11.6279069767,86.0465116279,0.77519379845,0.0,0.0,13.9534883721,86.0465116279,0.0,0.0,2.32558139535,29.4573643411,68.2170542636,0.0,0.0
CHR-1-Sequence-2009,0.0,7.7519379845,92.2480620155,0.0,0.0,0.0,10.8527131783,88.3720930233,0.77519379845,0.0,0.0,17.0542635659,82.1705426357,0.77519379845,0.0
CHR-1-Sequence-2010,0.0,2.32558139535,97.6744186047,0.0,0.0,0.77519379845,5.42635658915,93.023255814,0.77519379845,0.0,0.77519379845,13.9534883721,84.496124031,0.77519379845,0.0
CHR-1-Sequence-2017,0.77519379845,13.9534883721,84.496124031,0.77519379845,0.0,3.87596899225,15.503875969,79.0697674419,0.77519379845,0.77519379845,5.42635658915,24.8062015504,68.992248062,0.77519379845,0.0
CHR-1-Sequence-2026,0.0,14.7286821705,84.496124031,0.77519379845,0.0,0.77519379845,11.6279069767,87.5968992248,0.0,0.0,2.32558139535,20.9302325581,76.7441860465,0.0,0.0
CHR-1-Sequence-2032,0.0,13.1782945736,85.2713178295,1.5503875969,0.0,0.77519379845,16.2790697674,82.1705426357,0.77519379845,0.0,1.5503875969,27.1317829457,71.3178294574,0.0,0.0
CHR-1-Sequence-2035,0.0,18.6046511628,80.6201550388,0.77519379845,0.0,2.32558139535,15.503875969,81.3953488372,0.77519379845,0.0,3.1007751938,23.2558139535,73.6434108527,0.0,0.0
CHR-1-Sequence-2046,0.0,6.2015503876,93.023255814,0.77519379845,0.0,0.0,7.7519379845,92.2480620155,0.0,0.0,0.0,16.2790697674,82.9457364341,0.77519379845,0.0
CHR-1-Sequence-2047,2.32558139535,24.0310077519,72.8682170543,0.0,0.77519379845,4.6511627907,28.6821705426,65.8914728682,0.77519379845,0.0,8.52713178295,33.3333333333,58.1395348837,0.0,0.0
CHR-1-Sequence-2058,5.42635658915,19.3798449612,74.4186046512,0.77519379845,0.0,4.6511627907,21.7054263566,72.8682170543,0.77519379845,0.0,5.42635658915,31.7829457364,62.7906976744,0.0,0.0
CHR-1-Sequence-2062,0.77519379845,6.97674418605,91.4728682171,0.77519379845,0.0,0.77519379845,7.7519379845,89.9224806202,1.5503875969,0.0,1.5503875969,9.3023255814,89.1472868217,0.0,0.0
CHR-1-Sequence-2072,0.0,7.7519379845,91.4728682171,0.77519379845,0.0,0.0,13.1782945736,85.2713178295,1.5503875969,0.0,0.77519379845,24.0310077519,74.4186046512,0.77519379845,0.0
CHR-1-Sequence-2081,0.0,6.97674418605,93.023255814,0.0,0.0,1.5503875969,13.1782945736,85.2713178295,0.0,0.0,3.1007751938,20.1550387597,75.1937984496,1.5503875969,0.0
CHR-1-Sequence-2082,2.32558139535,13.9534883721,82.9457364341,0.77519379845,0.0,2.32558139535,27.1317829457,68.992248062,1.5503875969,0.0,7.7519379845,39.5348837209,51.9379844961,0.77519379845,0.0
CHR-1-Sequence-2092,0.77519379845,14.7286821705,84.496124031,0.0,0.0,0.77519379845,15.503875969,83.7209302326,0.0,0.0,3.1007751938,24.8062015504,72.0930232558,0.0,0.0
CHR-1-Sequence-2098,0.77519379845,16.2790697674,82.1705426357,0.77519379845,0.0,0.0,14.7286821705,84.496124031,0.77519379845,0.0,0.77519379845,20.1550387597,79.0697674419,0.0,0.0
CHR-1-Sequence-2108,0.0,17.0542635659,82.9457364341,0.0,0.0,0.77519379845,18.6046511628,79.8449612403,0.77519379845,0.0,1.5503875969,33.3333333333,64.3410852713,0.77519379845,0.0
CHR-1-Sequence-2118,0.77519379845,17.8294573643,80.6201550388,0.0,0.77519379845,2.32558139535,27.9069767442,67.4418604651,1.5503875969,0.77519379845,8.52713178295,41.8604651163,49.6124031008,0.0,0.0
CHR-1-Sequence-2119,5.42635658915,17.8294573643,74.4186046512,2.32558139535,0.0,4.6511627907,27.1317829457,66.6666666667,1.5503875969,0.0,10.8527131783,41.8604651163,47.2868217054,0.0,0.0
CHR-1-Sequence-2120,0.77519379845,15.503875969,83.7209302326,0.0,0.0,1.5503875969,10.8527131783,84.496124031,3.1007751938,0.0,2.32558139535,23.2558139535,74.4186046512,0.0,0.0
CHR-1-Sequence-2136,2.32558139535,17.0542635659,79.8449612403,0.0,0.77519379845,4.6511627907,26.3565891473,68.2170542636,0.77519379845,0.0,10.8527131783,28.6821705426,60.4651162791,0.0,0.0
CHR-1-Sequence-2156,0.77519379845,9.3023255814,88.3720930233,1.5503875969,0.0,1.5503875969,11.6279069767,86.0465116279,0.77519379845,0.0,3.87596899225,20.9302325581,74.4186046512,0.77519379845,0.0
CHR-1-Sequence-2186,0.0,19.3798449612,78.2945736434,2.32558139535,0.0,0.77519379845,28.6821705426,69.7674418605,0.77519379845,0.0,6.97674418605,33.3333333333,59.6899224806,0.0,0.0
CHR-1-Sequence-2189,0.77519379845,20.1550387597,78.2945736434,0.77519379845,0.0,1.5503875969,20.9302325581,77.519379845,0.0,0.0,5.42635658915,37.984496124,56.5891472868,0.0,0.0
CHR-1-Sequence-2191,1.5503875969,22.480620155,75.9689922481,0.0,0.0,3.87596899225,24.8062015504,70.5426356589,0.77519379845,0.0,5.42635658915,27.9069767442,66.6666666667,0.0,0.0
CHR-1-Sequence-2208,5.42635658915,19.3798449612,73.6434108527,1.5503875969,0.0,3.87596899225,22.480620155,72.0930232558,1.5503875969,0.0,7.7519379845,27.1317829457,65.1162790698,0.0,0.0
CHR-1-Sequence-2214,4.6511627907,24.0310077519,68.992248062,1.5503875969,0.77519379845,5.42635658915,24.8062015504,68.2170542636,1.5503875969,0.0,13.9534883721,31.007751938,55.0387596899,0.0,0.0
CHR-1-Sequence-2217,1.5503875969,15.503875969,82.9457364341,0.0,0.0,0.77519379845,17.0542635659,81.3953488372,0.77519379845,0.0,1.5503875969,24.8062015504,73.6434108527,0.0,0.0
CHR-1-Sequence-2241,0.0,20.1550387597,78.2945736434,0.77519379845,0.77519379845,2.32558139535,24.0310077519,72.8682170543,0.77519379845,0.0,6.2015503876,31.007751938,62.015503876,0.77519379845,0.0
CHR-1-Sequence-2251,3.1007751938,24.8062015504,70.5426356589,0.77519379845,0.77519379845,6.97674418605,23.2558139535,68.2170542636,1.5503875969,0.0,13.9534883721,34.8837209302,51.1627906977,0.0,0.0
CHR-1-Sequence-2253,1.5503875969,22.480620155,75.1937984496,0.77519379845,0.0,6.2015503876,25.5813953488,66.6666666667,1.5503875969,0.0,10.0775193798,37.2093023256,52.7131782946,0.0,0.0
CHR-1-Sequence-2260,0.77519379845,11.6279069767,86.0465116279,1.5503875969,0.0,0.77519379845,6.2015503876,92.2480620155,0.77519379845,0.0,0.0,10.8527131783,89.1472868217,0.0,0.0
CHR-1-Sequence-2265,0.77519379845,23.2558139535,74.4186046512,0.77519379845,0.77519379845,4.6511627907,26.3565891473,66.6666666667,2.32558139535,0.0,11.6279069767,32.5581395349,55.8139534884,0.0,0.0
CHR-1-Sequence-2274,0.0,11.6279069767,88.3720930233,0.0,0.0,0.77519379845,11.6279069767,87.5968992248,0.0,0.0,2.32558139535,24.0310077519,73.6434108527,0.0,0.0
CHR-1-Sequence-2279,0.0,5.42635658915,94.5736434109,0.0,0.0,1.5503875969,13.1782945736,84.496124031,0.0,0.77519379845,4.6511627907,21.7054263566,73.6434108527,0.0,0.0
CHR-1-Sequence-2281,0.0,6.2015503876,93.7984496124,0.0,0.0,1.5503875969,16.2790697674,81.3953488372,0.77519379845,0.0,3.1007751938,31.7829457364,64.3410852713,0.77519379845,0.0
CHR-1-Sequence-2282,0.0,1.5503875969,98.4496124031,0.0,0.0,0.77519379845,9.3023255814,87.5968992248,1.5503875969,0.77519379845,3.1007751938,15.503875969,81.3953488372,0.0,0.0
CHR-1-Sequence-2285,0.77519379845,10.0775193798,88.3720930233,0.77519379845,0.0,0.77519379845,17.8294573643,81.3953488372,0.0,0.0,1.5503875969,33.3333333333,65.1162790698,0.0,0.0
CHR-1-Sequence-2286,0.0,17.0542635659,82.1705426357,0.77519379845,0.0,0.77519379845,20.1550387597,79.0697674419,0.0,0.0,1.5503875969,31.7829457364,66.6666666667,0.0,0.0
CHR-1-Sequence-2289,0.77519379845,24.8062015504,72.8682170543,0.77519379845,0.77519379845,0.77519379845,23.2558139535,74.4186046512,1.5503875969,0.0,5.42635658915,35.6589147287,58.9147286822,0.0,0.0
CHR-1-Sequence-2307,3.87596899225,15.503875969,79.0697674419,1.5503875969,0.0,6.2015503876,24.0310077519,67.4418604651,1.5503875969,0.77519379845,9.3023255814,36.4341085271,53.488372093,0.77519379845,0.0
CHR-1-Sequence-2310,1.5503875969,17.0542635659,80.6201550388,0.77519379845,0.0,3.87596899225,19.3798449612,75.9689922481,0.77519379845,0.0,6.97674418605,29.4573643411,62.7906976744,0.77519379845,0.0
CHR-1-Sequence-2311,1.5503875969,17.8294573643,79.8449612403,0.77519379845,0.0,4.6511627907,22.480620155,72.0930232558,0.77519379845,0.0,9.3023255814,34.8837209302,55.8139534884,0.0,0.0
CHR-1-Sequence-2312,2.32558139535,22.480620155,74.4186046512,0.77519379845,0.0,2.32558139535,19.3798449612,77.519379845,0.77519379845,0.0,3.1007751938,30.2325581395,66.6666666667,0.0,0.0
CHR-1-Sequence-2314,3.1007751938,20.1550387597,75.9689922481,0.77519379845,0.0,4.6511627907,21.7054263566,72.0930232558,1.5503875969,0.0,8.52713178295,39.5348837209,51.1627906977,0.77519379845,0.0
CHR-1-Sequence-2315,0.0,13.9534883721,84.496124031,1.5503875969,0.0,2.32558139535,12.4031007752,82.9457364341,2.32558139535,0.0,3.1007751938,26.3565891473,70.5426356589,0.0,0.0
CHR-1-Sequence-2318,0.0,3.1007751938,96.1240310078,0.77519379845,0.0,0.0,7.7519379845,89.9224806202,1.5503875969,0.77519379845,0.0,0.77519379845,98.4496124031,0.77519379845,0.0
CHR-1-Sequence-2319,0.0,12.4031007752,86.8217054264,0.77519379845,0.0,0.0,17.8294573643,81.3953488372,0.77519379845,0.0,0.77519379845,30.2325581395,68.992248062,0.0,0.0
CHR-1-Sequence-2330,0.0,11.6279069767,87.5968992248,0.77519379845,0.0,1.5503875969,27.1317829457,70.5426356589,0.77519379845,0.0,5.42635658915,37.2093023256,56.5891472868,0.77519379845,0.0
CHR-1-Sequence-2337,2.32558139535,26.3565891473,69.7674418605,0.77519379845,0.77519379845,5.42635658915,19.3798449612,74.4186046512,0.77519379845,0.0,14.7286821705,32.5581395349,51.9379844961,0.77519379845,0.0
CHR-1-Sequence-2338,0.77519379845,5.42635658915,93.7984496124,0.0,0.0,0.77519379845,17.0542635659,80.6201550388,0.77519379845,0.77519379845,8.52713178295,31.7829457364,59.6899224806,0.0,0.0
CHR-1-Sequence-2345,0.77519379845,9.3023255814,88.3720930233,1.5503875969,0.0,2.32558139535,14.7286821705,81.3953488372,1.5503875969,0.0,5.42635658915,31.007751938,62.7906976744,0.77519379845,0.0
